POA_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA4355,4,11,16,257,313,577,0,0,0,3,10,18,0,0,0,210,239,454,3,5,7,6,0,3,13,16,28,5,11,13,99,91,188,0,0,0,6,11,20,28,41,73,37,29,61,3,8,8,9,4,17,148,170,322,56,59,119,3,5,8,890,1015,1906,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,281,214,491,0,0,0,3,7,9,288,215,498,127,116,242,1313,1366,2678
POA4356,9,7,16,661,683,1346,0,0,0,31,27,58,0,0,3,583,671,1254,9,13,22,5,3,10,14,15,26,0,3,4,172,148,326,0,0,0,3,6,10,32,44,76,110,100,214,3,3,7,3,3,3,177,199,372,91,92,183,9,4,13,1910,2017,3925,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,358,304,658,0,0,0,0,0,0,358,307,660,272,304,574,2556,2628,5179
POA4357,0,0,5,299,274,573,0,0,0,8,16,31,0,0,0,265,301,567,0,0,4,0,3,3,7,8,14,3,3,8,35,34,62,0,0,0,4,10,18,7,13,28,74,70,144,0,0,0,3,8,7,85,94,181,34,27,62,0,0,0,830,865,1693,7,0,8,3,3,8,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,249,188,437,0,0,0,3,3,5,253,192,440,220,206,424,1320,1265,2582
POA4358,0,7,8,234,270,508,0,0,0,17,12,25,0,0,0,299,279,576,0,5,4,0,0,0,7,9,14,5,6,12,58,55,117,0,0,0,3,0,3,9,14,24,33,38,66,8,0,7,3,9,8,86,84,172,47,47,93,0,0,0,805,832,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,176,390,0,0,0,0,0,5,213,179,391,112,120,230,1125,1135,2264
POA4359,0,0,0,138,141,278,0,0,0,13,19,30,0,0,0,141,136,281,18,11,22,0,0,0,0,0,0,4,7,12,20,28,53,0,0,0,3,3,8,6,5,10,22,26,42,0,7,4,0,0,0,37,55,93,29,27,59,0,0,0,437,463,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,90,206,0,0,0,4,0,6,120,92,216,66,60,126,624,618,1243
POA4360,5,3,9,48,64,114,0,0,0,8,8,15,0,0,0,59,67,126,0,0,0,0,0,0,0,0,0,0,0,0,25,18,42,0,0,0,0,0,3,3,0,3,13,17,22,0,3,3,0,0,0,39,28,63,12,13,24,0,0,0,200,223,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,68,54,124,0,0,0,0,0,0,70,54,123,18,21,37,291,299,592
POA4361,0,3,3,283,323,602,0,0,0,15,15,29,0,0,0,376,334,711,0,3,7,0,0,0,0,7,5,0,0,0,38,43,78,0,0,0,7,8,17,8,11,18,98,87,186,3,3,7,0,0,0,105,111,212,38,36,71,0,3,3,972,980,1951,0,0,3,0,3,3,0,0,0,0,0,0,6,5,9,4,6,5,7,5,17,244,191,432,3,3,3,5,0,5,246,193,437,122,120,239,1349,1307,2653
POA4362,3,3,7,307,332,637,0,0,0,13,9,21,0,0,0,311,330,638,3,0,7,9,0,8,0,3,3,4,3,10,11,13,28,0,0,0,5,5,11,6,9,17,78,78,156,4,0,4,11,9,16,87,88,179,43,35,80,0,0,0,886,919,1809,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,3,6,3,3,6,251,187,444,0,0,0,0,3,3,254,187,446,105,96,196,1247,1213,2462
POA4363,0,3,3,85,86,165,0,0,0,3,0,4,0,0,0,72,71,137,0,0,0,0,0,0,0,4,4,0,0,0,7,8,9,0,0,0,0,3,3,0,0,0,3,3,12,0,0,0,0,0,0,16,20,37,15,7,20,0,0,0,189,210,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,65,53,124,0,0,0,0,0,0,65,56,126,44,30,74,307,294,599
POA4364,0,0,0,42,28,70,0,0,0,5,3,11,0,0,0,30,35,65,0,0,3,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,6,0,8,0,0,3,0,0,0,91,72,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,40,0,0,0,0,0,0,20,20,35,7,7,16,118,100,217
POA4365,0,0,3,83,54,137,0,0,0,0,0,0,0,0,0,60,46,107,0,0,0,4,0,4,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,8,8,15,8,9,14,0,0,4,0,0,0,7,17,26,4,3,8,0,3,4,181,137,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,4,64,45,113,0,0,0,0,0,0,65,45,112,32,27,60,288,218,508
POA4370,32,36,64,1914,2211,4126,0,0,0,150,198,348,85,81,170,2200,2419,4617,19,26,52,11,17,19,41,71,114,56,53,104,87,89,176,0,0,0,39,35,75,100,122,220,302,329,633,38,42,83,46,44,90,603,680,1285,259,263,517,12,15,28,5959,6694,12653,25,23,52,13,14,32,3,0,3,3,3,7,7,8,16,26,42,65,30,49,81,2108,1887,3993,19,18,35,12,16,29,2138,1919,4057,797,779,1577,9001,9525,18521
POA4371,0,3,4,80,87,164,0,0,0,4,3,7,0,0,0,81,79,166,0,0,3,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,0,0,0,0,19,12,35,0,3,3,0,0,0,39,24,67,12,15,27,0,0,0,239,244,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,81,86,167,0,0,0,0,0,0,81,86,167,33,20,54,353,351,708
POA4372,0,0,0,32,26,63,0,0,0,0,0,0,0,0,0,12,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,18,0,0,0,0,0,0,7,11,20,0,0,3,0,0,0,60,53,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27,0,0,0,0,0,0,14,13,27,8,5,13,91,75,161
POA4373,0,3,5,130,137,265,0,0,0,0,3,6,0,0,0,86,98,189,0,0,0,0,0,0,0,4,4,0,0,0,3,7,8,0,0,0,0,0,3,3,16,23,28,28,54,3,3,9,3,0,3,61,67,133,11,13,21,0,0,0,337,377,715,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,115,89,209,0,0,0,0,0,0,121,96,211,41,51,90,501,525,1032
POA4374,0,3,3,46,42,85,0,0,0,0,4,3,0,0,0,26,21,52,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,3,11,0,0,0,3,6,11,16,13,25,11,6,18,0,0,0,111,109,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,45,35,84,0,0,0,0,0,0,45,42,89,20,29,43,184,177,355
POA4375,0,3,3,15,18,29,0,0,0,0,0,0,0,0,0,25,25,48,0,0,0,0,0,0,0,0,0,4,0,3,3,0,4,0,0,0,0,0,0,0,0,0,11,3,9,0,0,3,0,0,3,3,7,10,0,0,0,0,0,0,62,60,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,55,0,0,0,0,0,0,27,27,55,18,10,27,104,106,211
POA4376,0,3,3,30,27,53,0,0,0,3,0,3,0,0,0,40,35,73,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,6,3,8,0,0,0,9,9,11,4,13,18,3,7,10,0,0,0,97,99,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38,75,3,0,3,0,3,3,38,37,79,17,16,33,156,157,319
POA4377,0,0,0,56,46,100,0,0,0,0,12,9,0,0,0,58,64,117,0,0,0,0,0,0,5,9,15,0,0,0,6,3,9,0,0,0,7,5,5,0,3,3,16,8,22,0,0,0,6,4,8,16,17,31,10,15,24,4,5,6,171,181,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,66,145,0,0,0,0,3,3,77,68,144,12,21,37,271,270,538
POA4378,0,0,0,45,32,79,0,0,0,5,10,17,0,0,0,80,80,169,0,0,0,0,0,0,3,4,5,0,0,0,3,3,8,0,0,0,0,0,0,0,3,4,6,10,13,0,0,0,4,0,6,7,10,15,15,20,42,0,0,0,180,175,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,58,120,0,0,0,0,0,0,64,54,126,19,16,32,257,246,511
POA4380,34,25,63,645,738,1378,0,0,0,83,99,185,0,0,0,1007,1101,2107,0,3,3,13,13,28,25,31,56,8,11,16,26,24,51,3,3,4,16,13,27,40,57,94,109,121,226,9,15,27,35,34,69,225,284,515,137,147,285,9,7,17,2375,2702,5073,14,14,21,7,3,10,3,0,5,0,0,0,4,4,4,13,20,35,22,21,41,971,876,1841,12,13,26,13,12,22,996,892,1891,409,397,804,3850,4058,7907
POA4381,0,0,0,29,46,78,0,0,0,0,0,0,0,0,0,71,70,139,0,0,0,3,3,5,3,4,10,0,0,0,9,7,11,0,0,0,0,0,3,7,3,12,9,3,8,4,0,4,0,0,0,20,26,48,6,3,10,0,0,0,163,167,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,114,85,205,0,0,0,0,3,3,114,88,203,36,32,64,314,286,594
POA4382,0,0,0,39,34,67,0,0,0,0,5,7,0,0,0,61,63,128,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,11,23,7,7,14,5,3,6,10,12,27,4,9,13,0,6,3,149,146,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,83,76,164,0,0,0,0,0,0,91,76,163,32,20,47,272,244,517
POA4383,5,0,12,67,81,155,0,0,0,3,3,5,0,0,0,73,63,143,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,0,0,0,0,0,0,0,0,0,24,17,42,0,6,7,0,0,0,11,13,23,4,3,9,0,0,0,196,196,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,78,74,150,0,0,3,0,0,0,78,73,157,39,25,67,319,299,619
POA4384,0,0,0,10,15,28,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,13,0,0,0,0,0,0,10,9,13,3,4,8,34,29,64
POA4385,3,0,3,213,208,419,0,0,0,3,5,12,0,0,0,124,135,258,0,0,0,0,0,0,0,3,3,0,0,0,5,3,11,0,0,0,0,0,0,0,0,3,42,41,82,0,5,7,0,5,5,27,29,52,9,4,12,0,0,0,420,445,866,0,0,3,0,0,4,0,0,3,0,0,0,9,3,11,0,3,5,6,7,19,115,102,217,0,0,0,0,4,4,120,104,218,55,54,108,607,609,1222
POA4387,0,3,3,192,178,371,0,0,0,5,3,5,0,0,0,156,156,310,0,0,0,3,4,3,0,0,3,0,0,0,3,12,14,0,0,0,0,0,0,0,0,0,26,20,44,0,3,7,0,0,5,22,28,45,21,14,34,0,0,0,428,422,851,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,3,4,5,140,128,265,0,0,3,0,0,0,140,133,270,71,78,151,645,636,1280
POA4388,0,0,0,59,65,125,0,0,0,3,0,3,0,0,0,41,41,81,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,7,3,6,11,7,25,0,3,3,0,0,0,5,8,18,14,7,25,0,0,0,146,145,285,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,38,44,85,3,0,3,0,0,0,43,44,87,24,11,39,215,201,416
POA4390,18,13,28,974,1015,1993,0,0,0,16,19,37,0,0,0,901,998,1901,3,3,3,0,4,5,9,10,22,0,0,0,28,40,71,4,0,3,11,7,20,43,54,93,146,140,283,0,5,9,9,8,17,137,156,290,77,63,132,3,4,13,2362,2520,4880,5,3,8,0,0,0,0,0,3,0,0,0,3,3,7,3,6,13,5,8,21,581,495,1074,3,4,11,0,0,0,589,497,1084,446,404,847,3427,3448,6878
POA4400,0,3,4,176,202,375,0,0,0,21,17,37,0,0,0,204,213,419,23,27,53,0,0,0,9,10,16,0,3,3,54,63,118,0,0,0,5,3,15,3,3,7,23,30,54,0,7,6,8,10,11,53,64,112,54,45,91,0,0,0,635,693,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,3,8,10,207,188,395,3,0,3,0,0,4,214,189,402,79,75,148,928,961,1884
POA4401,13,6,16,596,621,1217,0,0,0,17,15,35,0,0,0,671,659,1332,13,18,31,0,0,3,12,12,25,10,15,28,173,205,375,0,0,0,10,13,20,23,24,45,124,125,251,19,18,40,5,8,19,236,226,455,94,103,197,6,6,13,2015,2070,4080,0,0,0,8,10,11,0,0,0,0,0,0,3,3,4,8,11,22,10,17,28,608,470,1080,6,0,5,0,3,3,618,477,1093,256,226,488,2919,2803,5719
POA4402,0,3,3,33,25,62,0,0,0,3,0,3,0,0,0,40,42,78,0,0,0,0,0,0,0,3,6,0,0,0,8,9,17,0,0,0,0,0,0,0,0,0,7,5,10,0,0,0,0,0,0,11,14,21,0,3,4,0,0,0,104,98,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,31,27,63,3,0,3,0,0,0,32,27,60,7,8,17,158,137,297
POA4403,0,0,0,80,65,139,0,0,0,3,0,3,0,0,0,55,66,119,4,3,7,0,0,0,0,0,3,0,0,0,58,58,116,0,0,0,0,6,6,3,3,10,17,18,33,3,0,3,0,0,0,38,33,70,25,23,44,0,0,0,280,274,558,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,64,144,0,0,0,0,0,0,81,64,144,52,47,99,417,387,811
POA4404,0,3,3,63,60,121,0,0,0,14,9,20,0,0,0,82,75,166,0,3,4,0,0,0,0,0,0,0,0,0,25,12,36,0,0,0,0,0,0,0,0,3,26,20,41,0,0,0,0,0,0,11,20,36,3,4,9,0,0,0,232,211,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,46,0,0,0,0,0,0,25,24,47,26,21,49,286,253,539
POA4405,28,47,73,1405,1460,2865,0,0,0,202,235,440,3,3,10,1842,1851,3697,38,34,78,9,9,19,44,48,93,12,22,34,227,266,495,0,0,0,16,22,43,133,126,260,587,592,1178,24,28,50,11,13,31,333,385,711,214,215,426,12,8,21,5115,5318,10436,24,32,61,14,14,28,4,0,3,6,0,3,13,7,22,10,20,32,31,32,62,1311,1089,2401,20,11,32,4,4,11,1337,1106,2447,741,649,1383,7291,7194,14485
POA4406,3,3,5,157,141,294,0,0,0,14,18,27,0,0,0,161,128,294,3,0,0,0,0,0,3,4,10,0,0,4,30,25,54,0,0,0,4,3,6,24,25,45,84,59,142,0,4,4,0,0,0,54,53,110,34,30,57,5,0,3,569,494,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,3,11,12,115,92,207,0,0,0,0,0,0,115,92,207,102,83,182,796,674,1467
POA4407,0,0,0,77,76,151,0,0,0,0,0,0,0,0,0,50,65,115,13,8,16,0,0,0,0,0,0,0,0,0,11,6,19,0,0,0,3,0,3,0,4,5,15,12,27,3,4,3,0,0,0,20,13,28,17,15,28,0,0,0,201,196,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,33,75,0,0,0,0,0,0,41,33,75,29,28,56,271,252,526
POA4408,0,3,3,76,59,140,0,0,0,5,5,11,0,0,0,64,70,137,0,0,0,0,0,0,0,0,0,0,0,3,13,17,26,0,0,0,0,0,0,0,0,0,36,27,72,0,0,0,0,0,3,8,13,19,3,3,9,0,0,0,222,198,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,57,136,0,0,0,0,0,0,72,57,136,35,38,77,327,298,631
POA4410,0,3,3,145,162,304,0,0,0,3,9,11,0,0,0,109,120,223,0,0,0,0,0,3,0,0,0,0,0,0,10,13,24,0,0,0,0,0,0,11,18,31,24,24,50,3,3,6,3,0,8,59,65,129,19,17,34,0,0,0,391,436,829,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,97,84,174,0,0,0,0,0,0,97,84,178,62,44,107,554,569,1122
POA4411,0,0,0,32,34,62,0,0,0,0,0,0,0,0,0,21,20,44,0,0,0,0,0,0,0,0,0,0,0,0,14,8,24,0,0,0,0,0,0,4,3,6,14,5,23,0,0,0,0,0,0,16,16,32,0,0,3,0,0,0,97,90,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,59,0,0,0,0,0,0,31,26,59,22,13,36,149,136,287
POA4412,0,0,0,17,15,32,0,0,0,3,0,5,0,0,0,22,17,39,0,3,3,0,0,0,0,0,0,0,0,0,15,8,16,0,0,0,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,17,18,31,7,7,10,0,0,0,83,68,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,29,0,0,0,0,0,0,12,14,29,5,4,9,105,82,192
POA4413,9,7,15,805,855,1664,0,0,0,53,59,117,0,0,3,804,827,1632,42,51,96,5,3,9,26,37,61,7,9,15,133,150,276,0,0,0,19,8,25,103,102,206,183,178,360,4,3,11,13,18,36,268,278,545,124,104,227,9,3,8,2597,2688,5286,27,19,49,9,12,29,0,0,0,0,0,0,23,16,33,3,9,19,27,30,56,792,641,1437,10,10,23,6,5,15,815,655,1468,592,532,1122,4078,3950,8024
POA4415,3,0,3,184,220,402,0,0,0,10,8,18,0,0,0,221,234,461,3,0,3,0,3,0,0,0,0,0,0,0,10,29,40,0,0,0,0,0,0,3,3,5,85,79,167,4,0,5,3,0,8,32,47,78,35,39,72,0,0,0,592,679,1272,7,7,10,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,4,3,9,224,164,387,0,0,3,0,0,0,225,171,388,160,136,303,994,997,1988
POA4416,0,0,0,76,88,165,0,0,0,4,10,13,0,0,0,67,33,101,0,0,0,0,0,0,0,0,0,0,0,0,16,7,19,0,0,0,0,3,3,0,0,0,14,11,22,0,0,0,0,0,0,17,15,35,3,5,5,0,0,0,191,180,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,24,66,0,0,0,0,0,0,40,24,66,33,30,64,269,232,498
POA4417,0,0,0,95,102,199,0,0,0,7,0,5,0,0,0,75,85,159,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,22,27,53,0,0,0,0,0,0,30,22,44,6,3,14,0,0,0,241,243,485,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,44,118,0,0,0,0,0,0,72,45,118,30,31,59,348,317,669
POA4418,0,0,0,9,3,17,0,0,0,0,0,0,0,0,0,7,8,19,0,0,0,0,0,0,0,0,0,0,0,0,16,18,27,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,4,8,6,16,0,0,0,45,42,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,0,0,0,0,0,5,7,9,10,3,9,59,50,109
POA4419,0,0,6,113,118,234,0,0,0,0,0,0,0,0,0,113,85,205,0,0,0,0,0,0,0,0,0,3,0,3,15,8,27,0,0,0,0,0,0,9,7,15,33,22,58,0,0,0,0,0,0,30,35,67,7,5,16,0,0,0,332,294,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,47,151,0,0,0,3,0,3,107,47,154,107,47,159,553,392,944
POA4420,0,0,0,226,236,464,0,0,0,0,0,0,0,0,0,133,141,269,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,0,0,0,0,0,6,17,25,41,0,0,3,0,0,0,48,54,100,20,10,32,0,0,0,455,483,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,61,141,0,0,0,0,0,0,80,61,145,52,48,99,582,595,1178
POA4421,5,13,19,229,239,469,0,0,0,15,6,20,0,0,0,222,201,425,0,0,0,0,0,5,9,16,25,0,0,0,17,14,27,0,0,0,6,0,8,9,12,16,37,39,78,4,3,8,3,3,6,41,48,92,57,44,100,3,0,0,657,632,1288,0,0,0,3,4,4,0,0,0,0,0,0,0,0,3,5,5,6,3,4,9,280,224,512,3,0,3,3,0,4,289,228,512,338,313,646,1292,1190,2483
POA4422,0,0,0,49,56,112,0,0,0,0,0,0,0,0,0,55,53,109,0,0,0,0,0,0,0,0,0,0,0,0,9,13,21,0,0,0,0,0,0,3,3,3,14,13,31,0,0,3,0,0,0,21,20,45,6,11,18,0,0,0,173,165,342,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,46,38,79,0,0,0,0,0,0,46,38,79,32,20,57,252,231,482
POA4423,0,0,0,35,39,71,0,0,0,5,0,3,0,0,0,31,27,55,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,82,73,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,29,0,0,0,0,0,0,15,12,29,7,9,12,100,94,200
POA4424,0,0,0,37,34,67,0,0,0,5,3,10,0,0,0,22,19,39,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,0,3,0,3,4,3,5,21,26,45,0,0,0,5,0,3,9,3,6,3,3,9,0,0,0,110,89,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,16,0,16,8,11,22,135,101,238
POA4425,0,0,0,21,22,49,0,0,0,0,0,3,0,0,0,30,19,51,0,0,0,0,0,0,3,0,3,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,12,13,28,0,0,0,0,0,0,3,3,3,7,3,9,0,0,0,86,75,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,34,0,0,0,0,0,0,21,18,34,17,6,19,116,97,219
POA4426,0,0,0,16,18,34,0,0,0,0,0,0,0,0,0,20,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,5,5,12,0,0,0,0,0,0,10,3,17,0,0,0,0,0,0,53,48,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,15,0,0,0,0,0,0,13,4,15,3,3,9,69,59,124
POA4427,0,0,0,48,54,95,0,0,0,0,0,0,0,0,0,33,23,48,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,16,0,0,0,0,0,0,16,14,30,0,3,4,0,0,0,111,102,209,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,55,0,0,0,0,3,7,33,25,64,49,26,81,196,157,351
POA4428,0,0,0,101,86,194,0,0,0,0,0,4,0,0,0,81,66,141,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,7,14,9,25,0,3,8,0,0,0,50,45,93,0,0,3,0,0,0,260,225,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,48,106,0,0,0,0,0,0,59,48,106,47,28,79,368,300,666
POA4454,0,0,0,116,103,218,0,0,0,3,0,3,0,0,0,84,63,140,0,0,0,0,0,0,0,3,8,0,0,0,5,3,14,0,0,0,0,0,0,0,3,5,11,7,17,0,0,0,0,5,8,28,35,60,3,6,13,0,0,0,263,227,489,4,3,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,4,66,36,108,0,0,0,0,0,0,66,36,108,69,30,99,404,305,706
POA4455,7,15,18,1017,1023,2032,0,0,0,38,30,62,0,0,0,1103,1189,2288,22,25,47,4,3,6,15,16,30,0,0,0,50,48,95,0,0,0,18,6,27,68,70,145,136,162,293,15,39,53,4,7,16,227,250,475,94,100,198,3,0,3,2811,2972,5777,21,13,35,13,10,20,3,0,8,0,0,3,23,22,50,6,8,14,36,35,70,803,660,1459,15,5,19,3,4,8,816,670,1488,572,502,1076,4272,4217,8486
POA4461,0,0,0,10,5,18,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,22,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,33,19,58
