POA_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA4312,0,0,10,0,7,12,27,0,0,0,0,3,0,3,0,0,6,0,0,0,5,9,0,17,0,0,0,21,25,0,13,0,0,0,40,58,0,15,0,0,0,76,30,0,11,0,4,0,37,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,12,125,4,73,0,16,13,226
POA4313,0,0,12,0,3,10,23,0,0,0,0,0,0,0,0,3,6,0,3,0,16,15,0,11,0,0,0,30,26,0,14,0,3,0,39,46,0,15,0,7,0,62,16,0,6,0,0,0,22,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,103,5,67,3,15,10,208
POA4340,0,0,19,0,4,12,31,0,0,0,0,0,0,4,0,3,4,0,0,0,9,9,0,12,6,3,3,33,9,0,20,3,0,0,24,59,0,44,0,4,0,113,184,3,36,0,3,0,223,33,0,14,0,0,0,44,18,0,0,0,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,18,314,11,151,13,22,22,533
POA4341,3,3,13,0,4,16,41,0,0,0,0,3,0,7,5,16,5,0,7,0,35,22,6,25,3,0,0,54,45,0,31,5,0,0,83,140,7,62,3,6,3,223,460,0,89,0,3,0,554,104,0,26,0,3,0,134,8,0,3,0,0,0,15,0,0,0,0,0,0,7,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,6,0,0,3,32,804,40,276,14,31,29,1194
POA4342,3,0,10,0,0,4,17,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,0,6,0,3,0,10,3,0,8,0,3,0,12,38,0,11,0,5,0,54,53,0,21,0,3,3,73,24,0,4,0,0,0,26,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,131,3,57,0,12,7,208
POA4343,0,10,33,0,14,16,63,0,9,3,6,3,0,18,14,30,31,0,6,0,79,17,23,24,5,7,0,85,35,7,28,0,10,0,79,217,11,57,0,6,0,289,301,3,61,0,14,0,376,152,0,21,0,0,0,179,11,0,4,0,0,0,17,3,0,3,0,0,0,6,0,0,0,0,0,0,5,5,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,8,16,4,9,4,3,4,43,788,94,284,14,62,22,1263
POA4344,0,0,4,0,3,3,14,0,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,13,0,0,0,19,8,0,14,0,4,0,27,23,0,16,0,16,0,60,47,0,14,0,8,0,63,12,0,4,0,0,3,22,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,13,94,0,83,0,35,5,227
POA4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,14
POA4346,0,0,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,3,0,0,4,0,0,0,4,4,0,5,0,0,0,8,13,0,5,0,3,0,29,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,0,33,3,3,6,76
POA4347,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,3,0,8,0,0,0,10,12,0,7,0,0,0,20,8,0,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,29,0,5,4,64
POA4350,17,61,106,23,30,69,303,5,114,19,16,7,3,177,95,447,149,22,19,0,736,479,225,274,57,43,14,1097,679,106,334,19,33,14,1179,1914,112,564,18,122,6,2732,4023,59,797,20,125,19,5038,1994,8,338,3,17,13,2370,296,0,57,3,9,0,364,48,3,11,0,3,0,66,12,4,7,0,0,0,28,0,0,4,0,0,0,11,3,0,0,0,0,0,6,8,0,3,0,3,0,10,97,89,80,16,20,16,327,9666,1226,2743,210,439,158,14438
POA4352,3,0,49,0,26,53,132,0,0,4,4,3,0,13,0,0,32,3,9,0,40,10,0,35,0,11,0,53,9,0,34,0,6,0,50,68,0,51,0,23,0,148,170,3,70,0,20,4,268,446,0,76,0,8,0,529,91,0,8,0,0,0,98,17,0,0,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,3,18,4,55,825,5,369,15,126,65,1406
POA4353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,9
POA4354,0,0,7,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,7,0,0,0,13,5,0,5,0,0,0,15,19,0,11,0,0,0,27,10,0,3,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,41,0,36,0,3,3,85
POA4355,0,0,15,4,11,8,34,0,0,0,3,0,0,3,3,3,14,0,0,0,23,8,3,16,0,0,0,21,6,0,19,0,5,0,28,52,5,16,0,4,0,73,35,0,13,0,0,0,55,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,9,111,6,91,12,18,8,251
POA4356,0,0,19,0,21,16,61,0,0,4,0,3,0,8,0,0,7,4,8,0,24,23,0,16,0,7,0,50,36,0,15,0,4,0,54,67,3,17,0,4,0,92,72,0,16,0,9,0,95,39,0,3,0,0,0,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,7,0,20,238,3,107,4,63,25,448
POA4357,0,0,7,0,8,14,37,0,0,4,0,3,0,4,6,0,18,0,6,0,26,16,4,16,3,11,0,39,19,0,16,0,0,0,37,40,0,8,0,0,0,50,21,0,3,0,0,0,31,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,111,6,73,0,37,20,241
POA4358,0,0,10,0,0,3,18,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,9,0,0,0,14,0,0,9,0,0,0,6,18,0,17,0,0,0,36,34,0,8,0,0,0,39,10,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,71,3,60,0,9,5,149
POA4359,0,0,7,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,5,0,6,0,0,0,15,14,0,10,0,0,0,31,3,0,0,0,0,0,8,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,41,0,11,3,78
POA4360,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,5,3,0,5,0,0,0,9,4,0,0,0,0,0,6,6,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,17,0,0,0,38
POA4361,0,3,11,0,13,6,32,0,0,0,0,0,0,0,0,3,6,4,3,0,17,25,3,6,0,8,0,44,20,0,8,0,4,0,33,43,0,24,0,0,0,69,15,0,5,0,0,0,24,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,112,9,71,3,31,6,239
POA4362,0,0,5,0,10,15,32,0,0,0,0,0,0,0,0,0,6,0,5,0,14,10,3,14,0,0,0,32,12,0,10,0,0,0,20,34,0,16,0,3,0,47,13,0,9,0,0,0,19,5,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,68,3,70,3,16,13,179
POA4363,0,0,3,0,0,4,9,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,3,6,0,0,0,0,0,14,4,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,10,0,4,3,44
POA4364,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,8,3,0,0,0,0,0,7,0,0,0,0,3,0,4,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,5,5,29
POA4365,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,7,3,28
POA4370,6,7,45,0,21,36,115,0,17,3,0,3,0,26,35,39,58,10,24,0,164,130,29,97,21,17,6,299,154,7,96,4,8,0,277,503,3,143,0,9,0,671,434,0,68,0,9,0,519,64,0,20,0,0,0,91,10,0,0,0,0,0,5,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,15,3,15,0,47,1361,107,550,43,107,45,2219
POA4371,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,4,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,12,0,14,0,4,3,30
POA4372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA4373,0,0,5,0,4,3,6,0,0,0,0,0,0,0,0,0,3,3,0,0,11,6,0,3,3,5,0,17,14,0,12,0,3,0,24,9,0,6,0,0,0,24,8,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,41,3,32,6,16,3,100
POA4374,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,8,0,0,3,19
POA4375,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3,0,0,0,3,0,0,5,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,3,0,25
POA4376,0,0,3,0,0,0,6,0,0,0,0,3,0,6,0,0,3,0,0,0,3,3,0,7,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,4,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0,9,3,35
POA4377,0,0,4,0,3,3,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,6,3,0,3,0,0,0,6,8,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,9,3,38
POA4378,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,3,0,0,3,0,0,0,8,11,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,3,3,40
POA4380,3,7,21,0,5,19,59,0,9,0,0,0,0,10,7,26,16,13,3,0,64,86,16,41,0,7,0,156,68,0,42,0,0,0,117,203,0,56,0,10,0,267,86,0,20,0,0,0,113,29,0,5,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,17,3,6,0,31,486,68,213,18,41,24,854
POA4381,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,3,0,8,4,0,4,0,3,0,11,0,0,3,0,0,0,6,11,0,8,0,0,0,20,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,21,0,18,0,9,4,51
POA4382,0,0,6,0,3,3,9,0,0,0,0,0,0,0,0,0,5,0,3,0,9,3,0,3,0,0,0,10,0,0,0,0,3,0,5,6,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,0,25,0,11,4,53
POA4383,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,19,0,10,0,0,0,23,3,0,8,0,0,0,10,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,24,0,3,4,64
POA4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
POA4385,0,0,12,0,5,11,24,0,0,3,0,3,0,5,3,10,8,0,0,0,27,11,7,12,0,7,0,35,10,0,9,0,6,0,23,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,26,14,49,0,30,13,134
POA4387,0,0,3,0,19,10,35,4,0,3,0,3,0,5,3,3,7,0,0,0,15,4,0,17,0,3,0,29,16,0,12,0,7,0,33,10,0,6,0,0,0,19,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,43,10,66,0,32,15,156
POA4388,0,0,0,0,3,4,13,0,0,0,0,0,0,3,4,0,6,0,0,0,9,3,0,5,0,3,0,8,4,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,20,0,13,4,49
POA4390,0,5,23,0,47,28,106,0,4,3,0,4,0,12,13,25,11,0,12,0,62,64,13,25,3,12,0,127,39,3,35,4,9,3,94,71,7,43,0,9,0,127,157,0,50,0,3,3,213,57,0,23,0,0,0,74,17,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,6,16,0,15,0,42,415,72,240,7,119,35,885
POA4400,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,9,4,0,11,0,0,0,17,12,0,11,0,0,0,22,19,0,14,0,0,0,35,4,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,7,50,0,3,4,111
POA4401,0,3,9,0,5,11,25,0,0,4,0,0,0,3,0,9,11,0,3,0,26,29,9,14,4,5,3,67,34,4,25,5,3,0,65,131,4,27,0,6,0,166,158,0,23,0,3,0,189,50,0,4,0,0,0,62,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,4,0,27,410,36,139,15,28,14,642
POA4402,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,8,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,3,0,19
POA4403,0,0,10,0,8,9,21,0,0,0,0,0,0,3,0,0,6,0,0,0,8,3,0,7,0,4,0,13,0,0,10,0,0,0,11,6,0,3,0,3,0,13,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,14,0,38,0,16,12,77
POA4404,0,0,5,0,13,4,26,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,8,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,20,0,22,4,54
POA4405,3,0,45,0,36,27,114,0,11,0,0,8,0,22,30,32,25,10,14,3,119,95,25,63,19,13,0,224,133,11,72,12,20,4,260,307,8,104,0,23,3,447,359,0,88,0,3,3,453,59,0,30,0,3,3,97,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,9,17,0,5,0,19,7,56,1019,96,434,50,150,52,1798
POA4406,0,0,17,0,23,29,66,0,0,3,0,3,0,4,0,0,10,0,3,0,12,0,0,4,0,0,0,5,5,0,11,0,4,0,15,3,0,9,0,0,0,10,0,0,0,0,4,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,25,8,0,56,0,59,29,153
POA4407,0,0,3,0,7,9,17,0,0,0,0,3,0,3,0,0,8,0,3,0,12,3,0,3,0,3,0,9,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,12,6,0,24,0,23,12,58
