POA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA4014,..,4,0,4,0,4,..,5,0,5,0,5,..,95,7,107,0,110,..,114,19,135,0,135,..,25,6,30,0,30,..,0,0,0,0,0,..,63,10,76,0,76,..,309,47,355,0,354,..,29,3,27,0,31,..,50,0,58,0,58,..,19,5,26,3,27,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,11,0,11,..,21,3,21,0,21,..,28,4,34,0,34,..,3,0,3,0,3,..,59,0,61,0,61,..,15,3,20,0,20,..,117,4,121,0,118,..,9,0,9,0,9,..,196,8,201,0,206,..,52,3,54,0,54,..,30,4,30,0,30,..,20,6,22,0,22,..,3,0,3,0,3,..,34,23,55,0,55,..,182,45,226,10,233,..,1227,189,1414,19,1432,..,30,0,35,684,716,9760,1253,186,1442,708,11913
POA4017,..,48,8,56,0,56,..,16,0,19,0,19,..,208,7,213,7,222,..,214,29,234,5,241,..,38,0,37,0,37,..,15,0,15,0,15,..,96,11,105,0,108,..,579,46,628,15,640,..,118,6,129,0,127,..,85,3,86,0,86,..,48,7,55,0,55,..,8,0,8,0,8,..,7,0,7,0,7,..,24,0,26,0,26,..,61,3,65,0,71,..,33,3,37,0,37,..,109,3,111,3,115,..,13,3,19,0,19,..,128,8,136,0,136,..,28,4,33,0,33,..,278,3,282,0,282,..,37,0,37,0,37,..,475,17,495,0,495,..,74,3,84,0,86,..,17,4,15,0,15,..,48,3,50,0,50,..,3,3,7,0,7,..,34,7,44,0,39,..,651,128,775,20,791,..,3067,379,3443,54,3495,..,86,12,92,1622,1720,31650,3147,392,3543,1679,36869
POA4018,..,33,4,33,0,37,..,24,0,24,0,24,..,261,17,276,6,281,..,479,63,542,0,545,..,70,3,77,0,77,..,17,0,17,0,17,..,248,34,282,0,282,..,1108,117,1221,10,1232,..,63,6,74,3,75,..,54,7,60,0,65,..,33,7,44,0,44,..,0,0,0,0,0,..,9,0,10,0,10,..,56,11,69,0,69,..,24,3,22,0,22,..,43,6,54,0,51,..,85,4,91,0,89,..,9,0,9,0,9,..,180,4,185,0,185,..,36,3,39,3,44,..,252,6,260,3,263,..,24,3,27,0,29,..,499,18,515,4,520,..,61,13,78,0,78,..,48,0,48,0,48,..,31,3,36,0,37,..,23,4,28,0,28,..,28,4,39,0,39,..,532,79,609,13,618,..,3193,420,3615,32,3647,..,25,5,33,526,556,7954,3219,429,3646,558,12153
POA4019,..,24,0,24,0,24,..,0,0,0,0,0,..,34,3,40,6,41,..,14,0,15,3,15,..,11,0,11,0,11,..,4,0,4,0,4,..,5,0,3,0,9,..,66,3,71,9,75,..,53,0,61,0,60,..,23,3,28,0,28,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,5,0,8,0,8,..,23,0,21,0,21,..,29,4,38,0,38,..,36,0,37,5,39,..,15,3,17,0,17,..,31,0,34,0,34,..,13,0,13,0,13,..,64,3,69,0,69,..,9,0,9,0,9,..,123,5,127,0,127,..,39,6,51,0,48,..,0,0,0,0,0,..,38,9,44,0,44,..,10,3,10,0,10,..,18,5,20,0,20,..,246,28,278,7,285,..,1060,108,1173,22,1194,..,43,0,43,999,1044,17871,1107,108,1217,1025,20106
POA4020,..,33,0,39,0,39,..,0,0,0,0,0,..,30,0,30,0,30,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,13,0,13,..,58,0,60,0,60,..,87,7,96,3,100,..,23,0,23,0,23,..,7,3,15,0,15,..,0,0,0,0,0,..,6,0,6,0,6,..,11,3,17,0,17,..,25,3,25,0,25,..,45,9,56,0,56,..,44,3,49,0,49,..,19,3,20,0,20,..,47,0,43,0,48,..,15,0,15,0,16,..,48,0,50,0,50,..,8,0,8,0,10,..,112,3,119,3,119,..,90,7,98,0,99,..,8,0,8,0,8,..,26,14,37,0,37,..,0,0,0,0,0,..,33,5,34,0,34,..,230,28,263,5,268,..,1245,143,1382,9,1396,..,88,7,96,1535,1628,19017,1327,148,1478,1549,22043
POA4021,..,5,0,7,0,9,..,0,0,0,0,0,..,25,0,24,0,24,..,14,3,18,0,18,..,5,0,9,0,9,..,3,0,3,0,3,..,18,0,16,0,17,..,62,5,75,0,71,..,17,3,17,0,21,..,4,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,7,3,11,0,11,..,14,0,17,0,17,..,18,3,17,0,17,..,63,7,72,0,72,..,3,0,3,0,3,..,36,0,40,0,40,..,8,0,8,4,12,..,42,7,49,0,47,..,3,0,3,0,3,..,83,7,97,3,101,..,29,8,35,0,35,..,3,0,3,0,3,..,17,0,18,0,20,..,0,0,0,0,0,..,8,3,18,0,18,..,137,13,153,6,153,..,617,77,695,13,712,..,28,5,34,583,614,8464,644,85,725,600,9790
POA4022,..,3,0,3,0,3,..,0,0,0,0,0,..,28,0,28,0,28,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,10,..,34,0,34,0,36,..,13,0,13,0,13,..,9,0,13,0,13,..,14,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,5,0,5,..,18,0,18,0,18,..,86,17,100,0,100,..,5,0,5,0,5,..,14,0,14,0,14,..,3,0,3,0,3,..,17,0,17,0,17,..,3,0,3,0,3,..,37,0,37,0,37,..,6,0,4,0,4,..,3,3,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,16,3,20,0,20,..,120,20,136,3,142,..,489,62,547,9,554,..,21,0,21,439,457,6155,506,62,570,443,7165
POA4025,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,4,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,11,4,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,47,11,62,0,62,..,0,3,3,87,87,223,47,19,61,87,368
POA4029,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,61,60,17,0,0,0,61,81
POA4030,..,29,0,28,0,28,..,41,3,43,0,43,..,134,4,136,0,136,..,144,7,150,0,150,..,36,0,38,0,38,..,32,3,34,0,34,..,320,12,336,4,337,..,695,34,734,4,732,..,192,69,260,4,261,..,69,11,79,0,79,..,58,14,66,0,66,..,9,0,9,0,9,..,3,0,4,0,4,..,50,10,58,0,58,..,32,0,30,0,30,..,18,3,15,0,15,..,20,0,18,0,18,..,14,0,15,0,15,..,32,4,40,0,35,..,22,8,26,0,28,..,62,0,62,0,63,..,11,0,11,0,11,..,128,9,137,3,143,..,128,19,146,0,146,..,10,8,17,0,17,..,46,14,64,0,64,..,5,0,5,0,5,..,14,12,26,0,26,..,321,55,371,9,380,..,2344,351,2695,26,2720,..,28,3,34,910,942,12869,2369,362,2728,931,16530
POA4031,..,31,3,37,0,37,..,16,0,13,0,17,..,92,12,99,3,107,..,90,11,104,0,104,..,30,0,30,0,34,..,6,0,11,0,11,..,95,14,113,0,119,..,333,44,374,4,380,..,194,16,214,3,215,..,42,3,42,0,42,..,46,11,51,0,51,..,0,0,0,0,0,..,3,0,4,0,4,..,35,5,41,0,41,..,21,0,21,0,21,..,11,0,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,23,3,23,0,23,..,22,6,23,0,23,..,60,5,69,0,66,..,13,0,12,0,12,..,119,10,127,0,133,..,78,7,82,0,82,..,24,0,22,0,22,..,15,4,17,0,19,..,6,0,6,0,6,..,17,0,19,0,19,..,228,52,279,6,289,..,1493,206,1702,20,1721,..,21,3,26,704,727,11140,1516,212,1726,726,13588
POA4032,..,26,4,34,0,34,..,33,3,35,0,35,..,144,11,152,3,157,..,224,23,251,3,256,..,16,0,17,0,21,..,18,0,18,0,18,..,144,11,154,0,154,..,581,45,629,9,640,..,204,45,246,5,254,..,58,3,66,0,65,..,114,53,170,3,174,..,7,0,8,0,8,..,6,0,6,0,6,..,90,15,105,0,105,..,13,0,17,0,17,..,15,3,22,0,22,..,37,3,41,0,42,..,15,3,14,0,14,..,118,4,121,0,126,..,32,0,33,0,33,..,189,8,191,0,191,..,38,3,38,0,38,..,374,16,383,0,389,..,122,13,131,0,131,..,25,0,23,0,23,..,35,13,49,0,47,..,14,3,15,0,15,..,35,11,50,0,54,..,628,111,740,19,759,..,2970,457,3432,46,3474,..,49,9,53,1101,1158,11143,3017,463,3483,1152,15777
POA4034,..,113,13,126,0,130,..,43,3,46,0,46,..,468,29,494,5,505,..,802,122,918,13,934,..,105,4,111,0,111,..,72,0,73,0,77,..,312,69,377,0,378,..,1795,222,2020,23,2044,..,449,57,510,17,528,..,139,14,146,3,149,..,107,32,147,0,145,..,12,0,13,0,13,..,21,0,21,0,22,..,142,12,154,3,150,..,51,13,67,0,67,..,38,4,41,0,37,..,260,9,275,7,277,..,5,0,4,0,4,..,194,5,199,0,201,..,54,14,67,0,67,..,365,10,375,0,374,..,52,0,52,0,57,..,668,27,691,3,694,..,218,27,243,0,243,..,90,10,100,0,100,..,87,20,103,0,103,..,0,0,0,0,0,..,104,27,125,0,125,..,1245,237,1483,31,1513,..,6909,1025,7934,103,8037,..,124,15,138,1913,2056,34367,7026,1045,8073,2019,44463
POA4035,..,56,0,54,0,53,..,38,0,38,0,38,..,205,5,212,0,212,..,70,9,80,0,80,..,18,0,23,0,24,..,9,0,12,0,12,..,83,4,84,0,84,..,420,24,442,0,439,..,227,21,246,7,251,..,57,0,61,0,61,..,14,6,16,0,16,..,5,0,5,0,5,..,0,0,0,0,0,..,67,4,68,0,70,..,64,5,70,0,70,..,23,4,31,0,31,..,14,0,14,0,14,..,3,0,3,0,3,..,47,0,47,0,47,..,14,0,14,0,14,..,74,0,74,0,74,..,12,0,12,0,12,..,138,0,138,0,138,..,84,3,91,3,99,..,34,3,34,0,34,..,40,4,42,0,42,..,0,0,0,0,0,..,40,10,44,0,44,..,313,44,358,7,359,..,2317,227,2542,18,2566,..,48,0,45,752,800,20848,2370,223,2592,772,24209
POA4036,..,7,0,7,0,7,..,3,3,10,0,10,..,36,0,32,4,35,..,34,4,40,0,40,..,23,0,25,0,25,..,8,5,8,0,8,..,29,0,28,0,28,..,124,18,141,4,137,..,20,3,26,0,25,..,12,3,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,3,29,0,29,..,7,0,7,0,7,..,4,5,6,0,6,..,19,0,20,0,20,..,0,0,0,0,0,..,26,0,28,0,28,..,9,0,9,0,9,..,58,0,58,0,58,..,10,0,10,0,10,..,102,0,104,0,104,..,34,3,37,0,37,..,22,0,23,0,23,..,7,0,8,0,8,..,0,0,0,0,0,..,7,3,13,0,13,..,141,14,157,3,162,..,633,61,693,12,700,..,18,3,21,220,237,5560,653,66,710,226,6502
POA4037,..,7,0,4,0,4,..,3,0,3,0,3,..,26,0,26,0,21,..,13,0,13,0,13,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,46,0,46,0,47,..,40,3,41,0,43,..,6,5,10,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,18,0,18,3,25,..,10,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,12,0,12,0,12,..,9,0,11,0,11,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,83,5,85,0,89,..,419,23,446,5,451,..,16,0,16,207,227,7297,440,23,465,217,7973
POA4051,..,44,4,47,0,47,..,17,0,17,0,17,..,88,3,92,0,92,..,69,3,73,0,70,..,29,0,31,0,31,..,9,0,12,0,12,..,225,7,229,0,233,..,441,17,459,3,462,..,188,24,205,0,212,..,82,17,97,0,97,..,45,16,54,0,54,..,3,0,3,3,4,..,0,0,0,0,0,..,53,8,63,0,59,..,49,3,54,0,54,..,28,6,33,0,33,..,3,0,3,0,3,..,15,0,15,0,15,..,45,3,47,0,47,..,23,3,28,0,28,..,43,0,43,0,46,..,27,6,34,0,34,..,141,4,147,0,144,..,184,10,197,0,199,..,23,3,20,0,20,..,46,7,54,0,54,..,12,0,12,0,12,..,53,6,61,0,59,..,368,70,434,15,447,..,2467,284,2749,27,2784,..,45,11,56,1365,1423,23332,2514,296,2804,1394,27531
POA4053,..,74,3,78,3,83,..,27,4,32,0,32,..,175,10,183,0,183,..,84,13,96,4,95,..,43,0,43,0,43,..,6,3,12,0,12,..,90,6,99,0,100,..,427,33,459,7,465,..,525,65,598,3,602,..,128,12,137,0,137,..,78,10,85,0,92,..,23,0,27,0,27,..,14,0,14,0,12,..,96,15,116,0,116,..,78,3,81,3,82,..,39,0,45,0,45,..,44,5,53,0,53,..,9,0,14,0,14,..,89,0,95,0,93,..,40,0,43,0,43,..,149,5,161,0,161,..,33,0,37,0,39,..,322,13,334,4,340,..,230,34,263,3,272,..,67,8,76,0,76,..,63,7,78,4,77,..,5,0,5,0,5,..,81,22,98,0,98,..,769,151,921,15,939,..,4242,537,4777,56,4829,..,79,6,89,1624,1714,37438,4324,541,4864,1678,43986
POA4054,..,9,0,10,0,14,..,0,0,0,0,0,..,26,0,28,0,28,..,15,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,48,4,51,0,51,..,47,3,49,3,56,..,27,3,27,0,27,..,5,0,3,0,3,..,15,0,15,0,15,..,0,0,0,0,0,..,13,3,15,0,15,..,13,0,13,0,13,..,17,0,18,0,18,..,8,0,8,0,6,..,3,0,3,0,3,..,13,0,13,0,13,..,13,0,13,0,13,..,34,3,36,0,38,..,0,0,0,0,0,..,62,4,68,0,68,..,65,8,78,0,75,..,8,0,8,0,8,..,10,0,8,0,8,..,0,0,0,0,0,..,13,10,22,0,22,..,209,68,279,8,288,..,820,140,960,22,980,..,37,4,43,389,437,12202,862,148,1002,409,13620
POA4055,..,15,0,12,0,12,..,4,0,4,0,4,..,45,4,51,0,51,..,30,4,37,0,37,..,7,0,13,0,13,..,0,0,0,0,0,..,18,0,23,0,23,..,115,12,124,0,121,..,61,6,69,3,70,..,55,9,58,0,58,..,18,0,20,0,20,..,3,0,3,0,3,..,3,0,3,0,3,..,37,0,38,0,38,..,48,0,46,0,46,..,32,3,38,0,38,..,7,0,7,0,7,..,13,0,13,0,13,..,6,0,6,0,6,..,15,0,15,0,15,..,29,0,33,0,33,..,10,0,10,0,10,..,65,0,67,0,67,..,72,6,75,0,83,..,13,0,13,0,13,..,25,5,30,0,34,..,0,0,0,0,0,..,4,3,8,0,8,..,231,40,267,9,274,..,1201,113,1316,17,1334,..,27,5,29,589,616,18609,1223,119,1342,601,20561
POA4059,..,16,0,18,0,18,..,62,7,64,0,64,..,74,3,80,0,80,..,20,6,26,0,26,..,42,4,48,0,48,..,16,0,18,0,18,..,68,3,75,0,75,..,278,23,304,0,304,..,118,17,131,0,136,..,68,14,80,0,87,..,108,49,159,0,159,..,0,0,0,0,0,..,0,0,0,0,0,..,54,11,58,0,58,..,21,3,23,0,23,..,31,0,31,0,31,..,3,0,3,0,3,..,5,0,11,0,11,..,20,0,19,0,19,..,47,5,51,0,51,..,21,0,21,0,21,..,35,0,35,0,35,..,119,8,125,0,125,..,87,7,101,0,101,..,24,0,24,0,24,..,22,11,26,0,26,..,11,3,13,0,13,..,75,19,92,0,93,..,271,51,324,6,333,..,2891,674,3568,16,3579,..,14,39,54,1000,1055,8854,2905,713,3618,1019,13495
POA4060,..,18,0,18,0,18,..,3,0,3,0,3,..,39,7,44,0,39,..,20,3,25,0,25,..,19,0,23,0,23,..,7,0,7,0,7,..,22,3,25,0,29,..,105,16,122,3,123,..,92,14,101,0,106,..,30,3,28,0,30,..,13,7,20,0,20,..,3,0,3,0,3,..,0,0,0,0,0,..,19,0,19,0,19,..,14,5,22,0,22,..,13,3,17,0,17,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,8,0,8,..,9,0,9,0,9,..,27,0,27,0,27,..,80,3,80,0,80,..,6,0,6,0,6,..,15,0,19,0,19,..,0,0,0,0,0,..,7,0,7,0,7,..,162,17,178,6,184,..,853,92,945,11,959,..,20,0,20,580,596,11485,875,92,963,589,13039
POA4061,..,26,0,26,0,26,..,5,0,5,0,5,..,41,7,45,0,46,..,9,3,15,0,15,..,15,0,18,0,18,..,0,0,0,0,0,..,21,0,26,0,26,..,96,8,107,0,106,..,73,3,78,0,78,..,49,5,55,0,55,..,30,8,35,0,35,..,51,7,58,0,58,..,0,0,0,0,0,..,24,3,31,0,31,..,32,0,32,0,34,..,25,8,37,0,34,..,3,0,3,0,3,..,7,0,7,0,7,..,12,0,12,0,12,..,18,0,18,0,18,..,28,0,28,0,28,..,7,0,7,0,7,..,60,0,60,0,56,..,90,12,105,0,105,..,19,0,19,0,19,..,27,3,24,0,24,..,0,0,0,0,0,..,12,3,15,0,15,..,191,35,223,8,234,..,1265,157,1417,15,1433,..,24,3,26,564,593,14659,1288,160,1450,582,16692
POA4064,..,28,0,24,0,24,..,3,0,3,0,3,..,46,5,51,0,51,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,20,3,19,0,19,..,75,12,87,0,87,..,108,22,131,0,131,..,35,6,46,0,46,..,19,4,21,0,21,..,11,0,11,4,21,..,0,0,0,0,0,..,18,0,18,0,18,..,21,0,23,0,23,..,27,4,30,0,30,..,3,0,3,0,3,..,9,0,8,0,8,..,5,0,5,0,5,..,19,0,19,0,19,..,18,0,16,0,16,..,6,0,6,0,6,..,41,0,42,0,42,..,81,13,96,0,99,..,11,0,12,0,12,..,19,0,15,0,15,..,8,0,12,0,12,..,10,5,17,0,17,..,146,19,168,5,169,..,1089,160,1252,16,1265,..,22,3,27,649,677,8891,1115,165,1279,666,10837
POA4065,..,17,0,17,0,17,..,5,0,10,0,10,..,8,0,9,0,9,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,22,0,22,..,62,11,69,0,69,..,6,3,8,0,8,..,9,5,16,0,16,..,5,3,10,0,10,..,0,0,0,0,0,..,9,3,12,0,12,..,18,0,18,0,18,..,4,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,12,0,12,0,12,..,50,0,54,0,54,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,9,0,9,..,108,9,120,0,124,..,573,47,625,6,632,..,13,0,13,384,396,8474,591,52,639,386,9500
POA4066,..,26,0,28,0,28,..,15,3,18,0,18,..,83,3,84,0,84,..,55,3,54,0,59,..,18,3,26,0,26,..,17,0,17,0,17,..,151,0,152,3,152,..,338,14,347,4,355,..,93,10,100,0,100,..,70,7,81,0,81,..,76,23,102,3,105,..,0,0,0,0,0,..,3,0,3,0,3,..,69,9,81,0,81,..,11,0,16,0,16,..,34,3,33,0,33,..,7,0,7,0,7,..,19,3,21,0,21,..,29,0,29,0,29,..,80,4,84,0,84,..,41,0,42,0,42,..,35,0,38,0,38,..,186,5,192,0,192,..,208,15,222,3,228,..,51,4,57,0,57,..,47,18,62,0,62,..,3,0,3,0,3,..,47,4,50,0,50,..,366,31,395,7,396,..,3051,322,3371,24,3399,..,30,0,31,1166,1197,12102,3085,320,3402,1191,16698
POA4067,..,18,5,19,0,19,..,91,3,92,0,92,..,80,0,82,0,82,..,8,0,8,0,8,..,54,0,56,0,59,..,55,3,58,0,58,..,69,4,72,0,71,..,357,10,363,3,368,..,37,0,37,0,37,..,73,18,90,0,90,..,74,20,93,0,93,..,0,0,0,0,0,..,0,0,0,0,0,..,61,0,66,0,66,..,13,0,14,0,14,..,32,3,34,0,34,..,0,0,0,0,0,..,3,0,3,0,3,..,11,3,9,0,14,..,257,26,283,3,285,..,14,0,14,0,14,..,417,6,427,3,427,..,696,39,735,4,742,..,171,14,185,0,185,..,51,0,50,0,50,..,45,0,46,0,46,..,14,0,16,0,16,..,204,44,246,0,246,..,248,30,279,5,281,..,4085,403,4493,22,4511,..,14,0,16,708,718,5197,4096,407,4506,724,10424
