POA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA4014,3,0,161,10,27,0,0,29,0,34,0,7,6,0,12,0,12,0,0,0,0,0,0,0,10,32,9,0,38,0,50,0,0,0,0,0,0,0,168,37,9,0,40,0,212,63,0,0,0,0,0,68,4,12,0,0,12,0,17,0,0,3,0,6,0,6,0,0,0,0,0,0,0,4,15,3,0,18,0,23,0,0,0,0,0,0,0,70,16,3,0,19,0,87,32,0,0,0,0,0,32,3,12,0,0,12,0,16,0,0,5,0,5,0,5,0,0,0,0,0,0,0,3,12,5,0,12,0,14,0,0,0,0,0,0,0,37,12,5,0,12,0,47,1621,50,0,0,50,0,1677,98,271,22,0,292,0,383,0,15,29,0,49,0,49,0,0,0,0,0,0,0,100,287,51,0,340,0,432,0,0,0,0,0,0,0,1718,338,51,0,392,0,2114
POA4017,10,0,705,32,67,3,0,75,0,108,0,5,6,0,13,0,16,0,0,0,0,0,0,0,31,76,9,0,83,0,117,0,0,0,0,0,3,5,728,86,9,0,96,3,829,263,3,0,0,3,0,270,12,42,0,0,42,0,60,0,4,9,0,9,0,10,0,0,0,0,0,0,0,13,51,9,0,53,0,72,0,0,0,0,0,0,0,276,57,9,0,58,0,342,114,6,0,0,6,0,122,4,17,0,0,17,0,19,0,0,4,0,5,0,9,0,0,0,0,0,0,0,0,19,4,0,18,0,23,0,0,0,0,0,0,0,117,24,4,0,24,0,145,5480,132,0,8,137,8,5620,293,675,12,0,692,3,989,7,51,47,0,97,3,107,0,8,0,0,9,0,9,302,730,63,0,800,8,1103,5,3,0,0,3,15,22,5789,867,63,12,938,23,6753
POA4018,3,0,88,5,74,4,0,78,0,85,0,3,3,0,9,0,9,0,0,0,0,3,0,3,11,76,6,0,84,0,95,0,0,0,0,0,0,0,89,80,6,0,91,0,178,26,3,0,0,3,0,30,0,40,3,0,45,0,50,0,3,8,0,6,0,6,0,0,0,0,0,0,0,0,46,10,0,53,0,56,0,0,0,0,0,0,0,26,50,10,0,63,0,92,20,0,0,0,0,0,20,0,19,0,0,19,0,17,0,3,3,0,4,0,4,0,0,0,0,0,0,0,0,22,4,0,24,0,25,0,0,0,0,0,0,0,18,22,4,0,24,0,47,873,45,0,0,45,0,919,91,795,36,4,836,0,931,0,43,28,0,71,0,78,0,4,3,3,9,0,13,94,843,69,10,917,0,1015,0,0,0,0,0,3,3,967,887,69,10,963,3,1940
POA4019,8,0,273,16,14,0,0,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,14,0,23,0,0,0,0,0,0,0,281,22,0,0,22,0,305,67,0,0,0,0,0,67,8,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,3,0,12,0,0,0,0,0,0,0,73,4,3,0,3,0,81,25,0,0,0,0,0,25,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,28,3,0,0,3,0,28,2161,79,0,0,79,3,2251,88,127,6,0,131,0,223,3,4,4,0,8,0,13,3,0,0,0,0,0,3,96,134,11,0,142,0,238,9,3,0,0,3,0,17,2269,218,11,0,227,4,2498
POA4020,10,0,334,18,22,0,0,22,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,0,0,26,0,40,0,0,0,0,0,0,0,339,39,0,0,39,0,382,105,3,0,0,3,0,106,4,15,0,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,16,0,17,0,0,0,0,0,0,0,114,13,0,0,13,0,132,45,0,0,0,0,0,45,0,8,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,12,0,0,0,0,0,0,0,41,8,0,0,11,0,57,2240,46,0,3,49,9,2296,87,166,9,0,172,0,263,4,3,0,0,3,0,14,0,0,0,0,0,0,0,96,166,13,0,182,0,279,10,0,0,0,0,3,8,2342,214,13,3,230,7,2582
POA4021,0,0,177,5,7,0,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,9,0,18,0,0,0,0,0,0,0,181,10,0,0,15,0,192,26,0,0,0,0,0,26,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,0,8,0,0,0,0,0,0,0,30,6,3,0,6,0,40,11,0,0,0,0,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,0,0,0,3,0,19,1190,32,0,0,32,5,1232,52,103,7,0,111,0,160,0,5,0,0,4,0,4,0,0,0,0,0,0,3,55,109,12,0,120,0,171,3,0,0,0,0,8,7,1248,139,12,0,150,6,1406
POA4022,3,0,125,3,21,0,0,21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,19,0,21,0,0,0,0,0,0,0,123,22,0,0,22,0,149,42,3,0,0,3,0,50,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,6,0,0,0,0,0,0,0,42,10,0,0,5,0,51,11,0,0,0,0,0,11,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,10,5,0,0,5,0,16,872,36,0,0,36,0,909,17,126,4,0,133,0,157,0,7,7,0,6,0,6,0,0,0,0,0,0,0,17,132,13,0,144,0,167,0,0,0,0,0,0,0,887,174,13,0,180,0,1076
POA4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
POA4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4030,7,0,225,6,14,0,0,14,0,24,0,3,0,0,3,0,3,0,0,0,0,0,0,0,6,21,0,0,23,0,27,0,0,0,0,0,0,0,227,23,0,0,29,0,257,131,3,0,0,3,0,134,5,9,0,0,9,0,11,0,3,0,0,8,0,8,0,0,0,0,0,0,0,5,13,0,0,11,0,20,0,0,0,0,0,0,0,138,12,0,0,19,0,152,54,0,0,0,0,0,54,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,55,5,0,0,5,0,63,1978,63,3,0,67,0,2043,135,287,8,0,299,0,435,0,28,15,0,39,0,39,0,0,0,0,0,0,0,135,310,29,0,338,0,476,4,0,0,0,0,5,5,2113,380,31,0,407,5,2529
POA4031,4,0,228,14,13,0,0,13,0,28,0,5,3,0,9,0,9,0,0,0,0,0,0,0,14,18,3,0,19,0,33,3,0,0,0,0,0,3,233,24,3,0,26,0,264,92,0,0,0,0,0,97,9,12,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,12,0,18,0,0,0,0,0,0,0,102,16,0,0,16,0,109,64,3,0,0,3,0,63,0,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,0,0,0,0,0,62,11,0,0,11,0,74,1999,57,0,0,57,3,2058,97,224,0,3,224,0,325,0,15,17,0,30,0,35,0,0,0,0,0,0,0,98,242,19,3,261,0,358,4,0,0,0,0,3,11,2105,292,20,4,316,7,2427
POA4032,4,0,149,15,60,4,0,63,0,82,0,3,8,0,12,0,12,0,0,0,0,0,0,0,15,61,18,0,76,0,96,0,0,0,0,0,0,0,165,64,18,0,76,0,243,60,3,0,0,3,0,67,0,32,3,0,35,0,38,0,3,3,0,9,0,9,0,0,0,0,0,0,0,0,37,8,0,41,0,47,0,0,0,0,0,0,0,64,40,8,0,48,0,110,22,0,0,0,0,0,29,0,12,4,0,17,0,16,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,15,6,0,16,0,22,0,0,0,0,0,0,0,28,14,6,0,19,0,47,1266,57,0,0,57,0,1324,126,598,23,0,620,0,748,0,38,27,0,67,0,69,0,0,3,0,4,0,5,127,629,58,0,687,0,815,0,0,0,0,0,11,17,1389,689,58,0,752,11,2150
POA4034,20,0,624,41,144,3,3,151,0,192,4,14,18,0,28,0,30,0,0,0,0,3,0,0,39,162,16,4,178,0,223,0,0,0,0,0,3,4,647,175,16,6,199,4,854,279,8,0,0,9,0,283,17,77,3,0,78,0,93,0,3,5,0,10,0,15,0,0,0,0,0,0,0,17,78,11,0,88,0,110,0,0,0,0,0,0,0,296,90,8,0,98,3,398,103,3,0,0,3,0,103,3,27,0,0,30,0,30,0,3,12,0,15,0,15,0,0,0,0,0,0,0,3,33,12,0,42,0,48,0,0,0,0,0,0,0,106,36,12,0,44,0,155,4928,194,0,8,205,6,5135,347,1391,50,11,1455,0,1801,7,97,90,0,186,0,200,4,3,0,5,11,0,15,357,1487,142,19,1654,0,2011,9,6,0,0,6,27,39,5298,1688,145,24,1862,26,7185
POA4035,17,0,744,30,79,6,0,82,0,106,0,6,5,0,4,0,4,0,0,0,0,0,0,0,30,85,10,0,87,0,117,0,0,0,0,0,0,3,752,99,7,0,107,0,861,329,3,0,0,3,0,333,17,53,3,0,56,0,67,0,3,0,0,3,0,3,0,0,0,0,0,0,0,17,56,5,0,58,0,74,0,0,0,0,0,0,3,348,60,5,0,60,0,406,146,0,0,0,0,0,146,8,28,3,0,32,0,39,0,0,3,0,8,0,8,0,0,0,0,0,0,0,8,29,3,0,35,0,42,0,0,0,0,0,0,0,152,29,3,0,35,0,194,4515,100,3,0,105,0,4621,179,543,18,3,567,0,743,0,26,10,0,37,0,37,3,3,0,0,3,0,9,186,575,28,3,602,0,789,9,0,0,0,0,3,9,4709,674,31,3,711,3,5421
POA4036,6,0,94,8,11,0,0,11,0,19,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,14,0,0,19,0,25,0,0,0,0,0,0,0,100,21,0,0,23,0,117,43,0,0,0,0,0,42,0,17,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,20,0,18,0,0,0,0,0,0,0,39,18,3,0,19,0,62,10,0,0,0,0,0,13,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,3,0,0,6,0,13,930,38,0,0,38,0,965,55,162,3,3,160,0,216,0,10,5,0,15,0,15,0,0,0,0,0,0,0,55,167,7,3,182,0,236,0,0,0,0,0,0,0,982,203,7,3,220,0,1204
POA4037,3,0,311,6,13,0,0,13,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,12,0,21,0,0,0,0,0,0,0,313,18,0,0,18,0,333,141,0,0,0,0,0,142,3,11,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,11,0,10,0,0,0,0,0,0,0,143,11,0,0,15,0,157,47,0,0,0,0,0,47,0,7,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,5,0,0,0,0,0,0,0,49,7,0,0,7,0,54,1999,30,0,3,32,3,2039,57,91,0,0,91,0,151,0,4,0,0,8,0,8,3,0,0,0,0,0,3,59,94,0,0,98,0,162,3,0,0,0,0,0,3,2066,125,3,3,134,3,2197
POA4051,9,0,495,11,17,4,0,24,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,4,0,20,0,35,0,0,0,0,0,0,0,495,27,4,0,28,0,532,264,4,0,0,4,0,264,9,3,3,0,7,0,13,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,8,3,0,6,0,17,0,0,0,0,0,0,0,269,8,3,0,9,0,280,113,0,0,0,0,0,116,3,4,0,0,5,0,6,0,4,0,0,4,0,4,0,0,0,0,0,0,0,3,5,0,0,7,0,10,0,0,0,0,0,0,0,114,7,0,0,12,0,122,4354,86,0,0,86,10,4452,169,304,9,0,313,0,486,3,27,4,0,38,0,34,3,0,0,0,0,0,3,173,333,15,0,352,0,528,0,0,0,0,0,0,0,4531,422,15,0,440,12,4981
POA4053,18,0,717,36,79,0,0,85,0,114,0,9,6,0,18,0,18,0,0,0,0,0,0,0,36,90,9,0,99,0,136,0,0,0,0,0,0,0,734,111,9,0,119,0,851,307,4,0,0,4,0,313,22,52,0,0,54,0,75,0,3,6,0,13,0,13,0,0,0,0,0,0,5,21,59,8,0,66,0,91,0,0,0,0,0,0,0,329,63,8,0,74,0,399,143,4,0,0,4,0,148,6,19,0,0,20,0,25,0,0,3,0,4,0,4,0,0,0,0,0,0,0,6,19,4,0,24,0,29,0,0,0,0,0,0,0,156,19,4,0,22,0,176,6465,189,0,0,196,13,6665,346,703,33,0,742,0,1085,0,45,51,8,98,0,105,3,3,0,0,3,0,11,355,754,88,10,842,0,1198,4,0,0,0,0,0,4,6817,946,84,11,1038,13,7869
POA4054,3,0,282,13,14,0,0,14,0,23,0,0,4,0,10,0,10,0,0,0,0,0,0,0,13,10,4,0,18,0,30,0,0,0,0,0,0,0,293,12,4,0,20,0,315,93,0,0,0,0,0,94,5,13,0,0,13,0,13,0,3,4,0,4,0,4,0,0,0,0,0,0,0,10,12,4,0,13,0,23,0,0,0,0,0,0,0,102,17,4,0,18,0,120,35,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,35,0,0,0,3,0,39,2130,63,0,0,62,0,2195,111,146,0,6,150,3,270,0,11,37,0,51,0,48,3,0,0,0,0,0,3,116,162,38,6,200,3,321,0,0,0,0,0,0,0,2247,223,38,5,267,7,2518
POA4055,6,0,575,10,28,0,0,30,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,0,0,30,0,44,0,0,0,0,0,0,0,574,38,0,0,38,0,616,249,6,0,0,6,0,254,11,19,3,0,25,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,3,0,25,0,35,0,0,0,0,0,0,0,261,26,3,0,29,0,290,93,0,0,0,0,0,97,8,15,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,15,0,23,0,0,0,0,0,0,0,104,13,0,0,13,0,114,4297,72,0,0,74,0,4371,141,278,11,3,296,0,433,3,9,3,0,10,0,14,0,0,0,0,0,0,0,144,290,16,3,307,0,451,0,0,0,0,0,0,0,4438,366,20,3,385,0,4820
POA4059,0,0,115,10,20,3,0,21,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,3,0,21,0,33,0,0,0,0,0,0,0,123,24,3,0,24,0,150,62,3,0,0,3,0,65,3,8,0,0,8,0,7,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,12,0,0,12,0,11,0,0,0,0,0,0,0,67,10,0,0,10,0,76,27,0,0,0,0,0,27,3,0,0,0,0,0,5,0,3,0,0,4,0,4,0,0,0,0,0,0,0,3,3,0,0,8,0,9,0,0,0,0,0,0,0,32,3,0,0,8,0,36,1107,24,0,0,24,0,1132,70,281,30,0,307,0,375,0,128,29,0,156,0,159,0,0,0,0,0,0,0,69,410,59,0,464,0,537,0,0,0,0,0,0,0,1182,431,59,0,490,0,1676
POA4060,5,0,370,12,17,0,0,17,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,18,0,31,0,0,0,0,0,0,0,368,22,0,0,29,0,394,225,3,0,0,3,0,228,3,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,11,0,0,0,0,0,0,0,228,7,0,0,7,0,237,77,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,80,2713,59,0,0,61,0,2769,87,146,3,0,149,0,238,0,6,3,0,7,0,7,0,0,0,0,0,0,0,87,156,6,0,161,0,245,0,0,0,0,0,0,0,2801,211,8,0,217,0,3020
POA4061,5,0,421,22,31,3,0,36,0,63,0,4,0,0,4,0,6,0,0,0,0,0,0,0,23,33,3,0,41,0,66,0,0,0,0,0,0,0,444,40,3,0,46,0,484,238,3,0,0,3,0,240,6,18,0,0,15,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,19,0,24,0,0,0,0,0,0,0,244,23,0,0,25,0,267,112,0,0,0,0,0,114,5,11,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,10,0,16,0,0,0,0,0,0,0,118,7,0,0,13,0,124,3211,66,0,3,70,0,3282,171,237,5,5,248,0,416,0,21,4,0,26,0,28,0,0,0,0,0,0,0,175,259,13,5,269,0,450,0,0,0,0,0,3,3,3386,328,13,3,338,3,3736
POA4064,0,0,148,4,11,0,0,13,0,19,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,15,0,0,10,0,19,0,0,0,0,0,0,0,150,15,0,0,16,0,165,72,3,0,0,3,0,73,5,3,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,0,0,3,0,10,0,0,0,0,0,0,0,82,7,0,0,7,0,83,38,3,0,0,3,0,41,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,38,3,0,0,3,0,44,1275,30,0,0,30,0,1302,63,120,5,3,126,0,189,0,8,0,0,13,0,12,0,0,0,0,0,0,0,61,133,6,3,143,0,202,0,0,0,0,0,0,3,1336,162,6,3,173,4,1513
POA4065,7,0,220,9,12,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,16,0,20,0,0,0,0,0,0,0,223,16,0,0,16,0,237,153,0,0,0,0,0,152,4,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,9,0,7,0,0,0,0,0,0,0,152,9,0,0,9,0,159,69,0,0,0,0,0,69,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,69,3,0,0,3,0,67,1959,53,0,0,53,0,2007,87,94,0,0,94,0,177,0,6,0,0,6,0,6,0,0,0,0,0,0,0,87,95,0,0,95,0,179,0,0,0,0,0,0,0,2043,148,0,0,148,0,2195
POA4066,3,0,176,10,17,0,0,21,0,26,0,3,3,0,5,0,5,0,0,0,0,0,0,0,10,23,4,0,26,0,35,0,0,0,0,0,0,0,181,22,4,0,27,0,211,100,0,0,0,0,0,105,0,6,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,14,0,0,0,0,0,0,0,101,13,0,0,13,0,120,45,0,0,0,0,0,46,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,11,0,0,0,0,0,0,0,46,6,0,0,6,0,52,1460,52,0,0,52,3,1518,94,266,11,0,279,5,375,0,21,4,0,24,0,27,0,0,0,0,0,0,0,96,287,17,4,307,5,404,0,0,0,0,0,3,3,1562,338,17,4,353,5,1924
