POA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
POA4164,0,0,0,0,0,174,12,10,0,0,0,4,0,0,17,213,34,6,3,0,0,0,0,0,0,3,52,18,0,3,0,0,0,0,0,0,0,24,27,0,0,0,0,0,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,42,0,3,0,0,0,0,0,0,6,55,0,0,0,0,0,0,0,0,0,0,0,74,9,3,0,0,0,0,0,0,9,102,1328,564,677,152,82,72,50,84,25,59,3091,239,129,191,36,28,23,31,29,12,13,735,54,4,3,0,3,3,3,0,3,12,93,5,0,5,0,0,0,0,0,0,0,5,296,134,199,38,33,24,36,26,19,28,839,0,0,0,0,0,0,0,0,0,3,3,1626,702,875,185,110,103,81,112,45,90,3926
POA4165,0,0,0,0,3,513,27,10,3,0,0,0,0,0,26,587,135,7,4,0,0,0,0,0,0,14,166,23,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,168,4,4,0,0,0,0,0,0,19,200,3513,787,1095,188,142,114,61,46,42,163,6144,520,190,294,38,37,43,44,24,19,36,1233,44,3,8,3,3,5,3,4,3,3,76,0,3,3,0,0,0,0,0,0,3,9,562,194,301,41,43,51,44,28,18,38,1320,11,3,3,0,0,0,0,0,0,4,23,4087,990,1401,220,184,158,106,74,61,210,7491
POA4169,0,0,0,0,0,115,4,0,0,3,0,0,0,0,10,135,24,0,0,0,0,0,0,0,0,0,24,15,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,48,984,233,299,85,86,88,100,108,105,62,2149,473,161,342,108,129,167,224,301,233,111,2255,73,16,18,5,8,14,21,44,74,48,328,6,0,4,0,0,3,0,0,0,8,26,552,181,360,116,139,189,248,344,309,168,2607,4,0,0,0,0,0,0,0,0,6,7,1538,412,661,200,223,275,350,456,415,235,4760
POA4170,0,0,0,0,0,120,3,5,0,0,0,0,0,3,0,135,32,0,0,0,0,0,0,0,0,0,34,11,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,3,55,1586,410,570,141,125,111,114,96,25,87,3275,525,245,448,87,131,115,131,151,80,74,1981,40,14,22,10,6,14,20,59,43,30,260,0,0,0,0,0,0,3,0,0,0,9,572,259,472,98,135,129,149,211,128,108,2256,3,0,0,0,0,0,0,0,0,0,7,2163,671,1047,238,261,237,267,310,155,191,5534
POA4171,0,0,0,0,0,88,3,3,0,0,0,0,0,0,13,107,11,3,0,0,0,0,0,0,0,5,25,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,6,36,1160,368,422,134,99,95,80,92,45,51,2546,256,116,204,42,49,43,69,45,50,21,900,19,4,3,0,0,9,12,7,12,11,77,0,0,0,0,0,0,0,0,0,0,9,280,128,207,46,49,50,80,54,65,31,982,3,0,0,0,0,0,0,0,0,3,9,1445,494,634,174,142,143,162,142,105,87,3530
POA4172,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,296,78,145,43,20,11,10,20,6,17,649,123,60,102,14,33,22,20,26,13,18,424,25,0,6,0,3,3,8,10,3,6,67,0,0,0,0,0,0,0,0,0,0,0,146,63,108,21,36,27,23,36,12,19,497,0,0,0,0,0,0,0,0,0,0,0,449,133,250,60,54,38,40,55,26,39,1140
POA4173,0,0,0,0,0,103,8,0,0,0,0,0,0,0,8,110,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,23,635,176,181,37,31,44,14,18,3,30,1165,299,106,173,33,16,40,10,20,15,14,725,42,8,11,3,0,3,3,5,6,10,96,0,0,0,0,0,0,0,0,0,0,5,340,118,183,34,17,43,17,23,23,31,823,3,0,0,0,0,0,0,0,0,0,3,980,295,363,77,45,85,32,40,23,55,1998
POA4174,0,0,0,4,4,8,0,0,0,0,0,0,0,0,4,15,8,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,165,43,60,12,10,10,17,5,0,14,337,61,23,51,7,0,3,11,9,0,3,167,14,0,3,0,0,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,70,24,56,13,0,3,6,9,5,3,197,0,0,0,0,0,0,0,0,0,3,8,233,72,111,21,10,15,21,8,5,26,535
POA4178,0,0,0,0,3,267,6,8,0,0,0,0,0,0,16,300,93,6,0,0,0,0,0,0,0,14,116,12,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,22,3,0,0,0,0,0,0,0,0,0,0,110,3,3,0,0,0,0,0,0,20,137,2064,548,701,192,161,156,108,99,36,133,4195,458,195,434,68,85,84,79,49,30,27,1502,49,19,20,5,3,4,9,10,7,17,149,9,0,5,0,0,0,0,0,0,6,17,510,209,457,70,94,92,92,57,36,52,1672,13,0,3,0,0,0,0,0,0,5,19,2582,761,1159,260,253,250,201,153,68,191,5884
POA4179,0,0,0,0,0,167,10,3,0,0,0,0,0,0,3,184,58,0,0,0,0,0,3,0,0,9,68,9,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,71,0,3,0,0,0,3,0,0,6,84,1567,444,520,116,128,71,39,57,36,66,3048,250,134,187,48,47,36,18,26,12,18,774,27,8,10,4,0,0,0,13,3,5,68,3,0,0,0,0,0,0,0,0,0,7,278,145,198,53,48,37,19,38,9,21,850,3,0,0,0,0,0,0,3,0,10,15,1848,590,720,166,173,109,62,102,51,103,3916
POA4183,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,135,12,10,0,0,0,4,0,3,13,179,19,3,0,0,0,3,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,3,0,3,0,3,0,3,0,4,32,0,0,0,0,0,0,0,0,0,0,0,156,11,10,3,0,5,6,3,3,13,216
POA4184,0,0,0,0,0,183,3,0,0,0,0,0,0,0,7,192,19,0,3,0,0,0,0,0,0,0,24,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,0,0,0,0,0,0,35,1109,89,64,6,23,21,0,13,7,35,1356,159,23,27,3,3,5,7,0,0,0,234,17,3,7,3,0,0,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,177,29,34,3,3,5,8,3,0,0,266,0,0,0,0,0,0,0,0,0,3,8,1287,116,95,7,25,25,9,16,6,42,1631
POA4205,0,0,0,3,3,211,8,0,0,0,0,0,0,0,31,248,74,0,0,0,0,0,0,0,0,30,106,19,0,0,0,0,0,0,0,0,11,26,11,0,0,0,0,0,0,0,0,12,27,0,0,0,0,0,0,0,0,0,3,3,33,0,0,0,0,0,0,0,0,26,55,0,0,0,0,0,0,0,0,0,3,7,101,3,0,0,0,0,0,0,0,64,170,730,64,74,20,12,9,13,8,10,59,1001,148,29,44,7,11,10,11,6,6,28,301,52,3,4,0,0,0,0,0,3,25,85,0,3,0,0,0,0,0,0,0,4,12,199,30,45,7,12,15,11,7,11,57,401,3,0,0,0,0,0,0,0,0,10,18,931,98,119,22,27,28,24,21,21,127,1419
POA4207,0,0,0,0,3,717,19,9,0,6,3,0,0,0,21,772,157,3,0,3,0,0,0,0,0,15,174,29,3,0,0,0,0,0,0,0,0,35,15,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,47,6,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,7,202,8,0,3,0,0,0,0,0,18,229,5455,955,1118,229,267,144,151,107,47,303,8769,1184,367,800,127,122,129,113,87,55,78,3050,150,47,112,17,15,36,22,23,17,17,457,12,0,3,0,0,3,4,3,0,9,28,1346,411,911,140,133,167,137,115,69,98,3543,16,0,13,5,3,3,5,0,0,4,52,6814,1369,2040,371,407,314,294,226,120,407,12362
POA4208,0,0,0,0,0,187,12,3,0,0,0,4,0,0,3,216,21,0,0,0,3,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,3,0,0,0,0,0,41,1744,492,792,122,171,73,83,69,36,85,3657,315,140,244,30,34,31,34,20,12,19,885,30,7,17,0,3,6,0,7,4,4,86,3,0,0,0,0,0,0,0,0,0,7,344,150,258,35,36,41,39,28,14,28,971,0,0,0,0,0,0,0,0,0,0,3,2088,645,1053,151,209,106,117,102,45,114,4638
POA4209,0,0,0,0,0,213,19,19,0,0,0,3,11,8,22,297,32,3,3,0,4,0,0,0,0,11,56,7,0,0,0,0,0,0,0,0,8,17,9,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,14,30,0,0,0,0,0,0,0,0,0,0,0,47,3,3,0,4,0,0,0,0,30,89,3397,1535,2939,571,646,486,372,265,152,349,10706,804,461,910,115,165,116,137,115,56,89,2969,65,38,50,12,11,14,24,30,29,27,308,11,3,8,0,0,0,0,0,0,5,28,877,497,965,130,179,128,161,141,88,120,3301,4,0,8,4,0,4,0,0,3,15,35,4283,2030,3914,704,826,617,538,413,245,486,14049
POA4210,0,0,0,0,0,171,10,4,3,0,0,3,0,0,4,199,32,4,0,0,0,0,0,0,0,0,37,7,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,43,5,0,0,0,0,0,0,0,0,49,1973,679,844,161,118,102,104,54,19,102,4159,443,190,221,41,20,27,37,20,12,29,1040,40,19,14,3,0,4,11,3,4,9,103,0,0,0,0,0,0,0,0,0,0,7,492,211,233,43,22,36,47,24,19,37,1150,4,0,0,0,0,0,0,0,0,0,6,2459,895,1079,204,140,136,153,84,33,143,5320
POA4211,0,0,0,0,7,846,45,27,3,8,8,6,3,3,30,978,222,7,3,3,0,0,0,0,0,15,249,42,0,0,0,0,0,0,0,0,3,53,23,0,0,0,0,0,0,0,0,8,25,3,0,0,0,0,0,0,0,0,0,3,71,0,0,0,0,0,0,0,0,8,78,0,0,0,0,0,0,0,0,0,0,3,291,7,3,3,0,0,4,0,0,30,333,6245,1600,1978,383,302,229,221,166,93,325,11539,1742,649,928,131,123,126,136,107,52,97,4086,222,45,74,12,17,21,33,27,19,38,513,16,0,12,0,3,3,0,0,0,3,40,1975,695,1016,140,141,152,175,131,72,140,4639,8,3,0,0,0,0,0,0,0,26,39,8230,2300,2999,525,441,375,396,305,165,486,16222
POA4212,0,0,0,0,9,499,52,40,5,6,3,3,5,3,15,619,130,8,6,0,0,0,0,0,0,19,168,24,0,0,0,0,0,0,0,0,3,31,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0,0,167,11,6,0,0,0,3,0,0,18,209,3458,951,1141,178,193,151,138,117,89,175,6593,771,290,418,82,76,78,69,37,50,41,1916,72,24,42,4,9,22,14,20,11,21,238,4,0,0,0,0,0,0,0,0,0,11,846,312,457,85,86,96,89,59,59,60,2160,7,3,0,3,0,0,0,0,0,3,14,4313,1268,1598,268,282,253,221,173,154,241,8768
POA4213,0,0,0,0,0,387,29,30,5,0,5,3,0,0,14,469,83,4,3,0,0,0,0,0,0,7,99,13,5,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,104,9,3,0,0,0,0,0,0,10,121,3176,803,884,112,150,108,72,65,24,125,5523,665,280,255,28,34,35,38,27,8,28,1402,71,20,13,7,3,7,6,6,4,7,132,10,3,0,0,3,0,0,0,0,0,15,746,305,268,36,42,41,42,30,11,35,1548,3,0,6,0,0,0,0,0,0,0,6,3925,1109,1159,144,191,153,112,93,31,163,7083
POA4214,0,0,0,0,3,574,41,24,3,0,4,0,0,0,44,693,140,5,3,0,0,0,0,0,0,45,194,41,6,3,0,0,0,0,0,0,10,67,9,0,4,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,53,4,5,0,0,0,0,0,0,19,82,6,0,0,0,0,0,0,0,0,0,3,194,13,7,0,0,0,0,0,0,60,276,3909,996,1055,183,152,155,123,103,70,268,7015,1497,688,838,137,154,148,160,170,108,115,4016,213,92,104,26,24,35,35,51,38,43,659,6,0,3,0,0,0,3,3,0,3,25,1719,778,947,167,180,183,193,230,149,160,4701,13,0,0,0,0,0,3,0,0,11,30,5639,1778,2001,351,331,336,324,337,218,437,11750
POA4215,0,0,0,0,4,967,51,36,0,5,0,4,3,6,55,1131,274,12,4,4,0,0,0,0,0,52,342,69,0,0,0,0,0,0,0,0,19,91,33,0,0,0,0,0,0,0,0,11,43,0,0,0,0,0,0,0,0,0,0,0,102,3,3,0,0,0,0,0,0,28,135,4,0,0,0,0,0,0,0,0,4,5,378,12,9,4,0,0,0,0,0,82,478,4817,946,1099,267,234,241,229,197,153,319,8508,2027,840,1644,335,437,539,622,568,303,212,7526,351,141,209,65,89,129,163,214,182,130,1673,19,12,8,3,0,3,3,5,0,3,55,2393,990,1856,403,528,674,789,782,490,347,9257,11,0,5,0,0,4,0,3,0,18,45,7225,1939,2963,667,766,917,1018,984,640,679,17806
POA4216,0,0,0,0,8,965,45,46,6,0,0,0,0,9,37,1113,272,17,6,0,0,0,0,0,0,24,317,57,3,0,0,0,0,0,0,0,8,65,16,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,75,3,3,0,0,0,0,0,0,10,86,3,0,0,0,0,0,0,0,0,0,4,348,14,9,0,0,0,0,0,0,34,409,4828,905,998,212,185,164,172,118,107,228,7907,1198,391,513,92,164,153,181,136,56,74,2947,144,31,72,14,27,19,37,39,23,45,459,9,3,5,3,0,0,0,0,0,0,29,1351,428,585,111,187,173,218,175,78,123,3432,19,0,0,0,0,0,0,0,0,14,31,6203,1330,1581,324,374,339,394,294,187,360,11373
POA4217,0,0,0,0,5,686,34,27,5,3,0,0,0,5,29,794,155,3,0,0,0,0,0,0,0,16,174,63,0,0,0,0,0,0,0,0,0,68,18,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,229,3,0,0,0,0,0,0,0,20,258,3786,775,868,213,222,212,222,274,218,262,7045,1671,519,1146,188,285,409,654,634,461,284,6266,201,71,135,32,56,73,96,127,173,193,1163,16,7,3,0,0,4,6,5,0,4,51,1891,597,1287,220,335,490,763,774,635,489,7472,8,3,0,0,0,0,4,0,0,57,73,5681,1376,2158,429,556,702,981,1050,854,808,14594
POA4218,0,0,0,0,3,599,19,14,0,4,5,4,0,0,21,664,110,4,0,0,0,0,0,0,0,5,119,66,0,0,0,0,0,0,0,0,3,78,26,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,96,3,0,0,0,0,0,0,0,4,102,0,0,0,0,0,0,0,0,0,0,0,203,8,0,3,0,0,0,0,0,7,224,3090,611,775,176,160,161,133,156,83,192,5538,1158,265,524,77,101,164,211,189,102,88,2877,205,33,45,5,24,16,33,31,47,44,497,3,3,8,5,0,3,0,0,3,5,28,1365,303,579,89,123,189,238,226,153,141,3398,12,0,0,0,0,0,0,0,0,4,16,4461,917,1356,263,284,349,377,380,234,331,8955
POA4220,0,0,0,0,6,547,29,10,3,3,3,0,0,0,21,621,164,3,6,0,0,0,0,0,0,14,194,52,0,0,0,0,0,0,0,0,9,60,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,8,73,3,0,0,0,0,0,0,0,0,0,3,231,3,8,0,0,0,0,0,0,22,269,3015,629,676,149,131,107,92,89,55,164,5100,681,180,264,50,71,92,91,87,38,53,1619,89,10,21,3,3,6,10,12,16,10,172,5,3,0,0,0,0,0,0,0,0,16,776,190,287,49,74,97,101,102,51,71,1806,13,0,0,0,0,0,0,0,0,7,25,3800,814,962,198,203,206,190,191,108,241,6929
POA4221,0,0,0,0,0,321,18,6,0,0,0,0,0,0,14,367,132,3,0,0,0,0,0,0,0,0,139,24,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,164,3,0,0,0,0,0,0,0,3,175,2264,403,491,83,70,74,65,44,46,114,3647,395,112,161,29,40,34,41,44,27,27,901,37,12,23,0,0,0,7,16,4,0,102,9,0,0,0,0,0,0,0,0,0,12,440,120,181,27,45,40,45,52,30,25,1013,3,0,0,0,0,0,0,0,0,3,10,2706,524,677,109,114,107,116,97,75,148,4666
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,0,0,0,0,3,170,8,0,0,0,0,0,0,0,15,189,49,3,0,0,0,0,0,0,0,6,66,11,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,62,3,0,0,0,0,0,0,0,12,83,1326,203,255,38,37,36,13,18,15,73,2016,189,44,89,12,18,9,22,9,7,13,401,14,3,3,0,0,0,0,5,0,5,29,0,0,0,0,0,0,0,0,0,0,0,198,47,89,14,18,9,20,19,7,16,432,3,0,0,0,0,0,0,0,0,0,7,1533,259,343,55,51,40,30,30,29,84,2450
POA4224,0,0,0,0,0,77,7,0,0,0,0,0,0,0,9,92,34,4,0,0,0,0,0,0,0,3,36,6,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,0,0,0,9,52,476,79,103,17,9,15,13,21,16,41,797,79,25,64,14,13,16,4,15,0,11,250,8,0,3,0,0,3,3,0,0,3,21,0,0,0,0,0,0,0,0,0,0,3,88,25,64,17,19,17,9,17,4,11,271,3,0,0,0,0,0,0,0,0,0,4,570,109,166,39,28,27,20,38,23,55,1073
POA4225,0,0,0,0,0,103,0,4,0,0,0,0,0,0,21,132,30,0,0,0,0,0,0,0,0,11,46,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,10,3,0,0,0,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0,12,57,618,95,118,16,23,26,20,34,17,66,1015,94,41,79,11,29,32,32,46,25,20,420,11,3,3,3,0,0,0,8,5,7,35,0,0,0,0,0,0,0,0,0,0,0,105,43,87,15,30,32,32,51,30,24,457,4,0,0,0,0,0,0,0,0,5,13,726,140,203,32,48,56,53,85,44,95,1481
POA4226,0,0,0,0,3,613,36,12,0,0,3,0,5,0,57,729,144,7,8,0,0,0,0,0,0,49,208,44,0,0,0,0,0,0,0,0,31,73,23,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,3,66,0,0,0,0,0,0,0,3,35,98,0,0,0,0,0,0,0,0,0,0,0,206,7,8,0,0,0,0,0,3,79,303,3465,986,1042,217,195,119,154,150,98,244,6656,1479,511,617,133,112,127,191,214,76,138,3591,235,97,86,16,14,33,50,48,29,55,668,16,0,3,0,0,0,0,0,0,0,24,1736,606,706,152,126,155,238,254,105,198,4283,4,0,0,0,0,0,0,3,0,5,14,5205,1597,1746,361,318,279,391,406,205,448,10957
