POA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
POA4014,..,11,37,13,3,6,11,3,0,4,88,..,4,38,12,4,6,7,3,3,5,81,..,0,0,0,0,0,0,0,4,0,6,..,0,0,0,0,0,0,0,0,0,0,..,4,38,16,4,6,7,0,6,5,89,..,0,0,0,0,0,0,0,0,0,0,..,14,67,25,15,15,17,8,12,10,171,12,41,33,4,8,5,8,7,6,7,134,5,15,49,6,6,14,9,11,10,6,126,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,15,49,6,6,18,10,15,12,9,137,0,0,0,0,0,0,0,0,0,0,0,21,53,85,15,12,26,18,17,15,13,267,68,26,55,20,14,12,10,13,4,4,226,29,22,106,6,15,17,14,18,5,9,239,0,0,9,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,29,22
POA4017,..,34,154,44,52,28,22,25,12,16,387,..,11,77,14,17,31,7,5,13,7,182,..,0,0,0,0,0,3,3,30,7,40,..,0,0,0,0,0,0,3,0,0,4,..,11,82,14,18,33,5,13,45,17,232,..,0,0,0,0,0,3,0,0,0,3,..,48,236,61,73,57,27,34,50,32,620,56,110,95,18,11,12,12,5,9,12,336,5,39,92,8,27,19,15,14,13,5,240,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,5,39,92,8,27,19,15,17,25,8,254,0,0,0,0,0,0,0,0,0,0,0,62,152,181,30,36,33,26,20,27,19,590,162,46,132,33,33,18,19,15,5,17,465,41,55,228,34,36,29,24,26,18,7,498,0,0,11,3,3,0,0,0,11,0,28,0,0,0,0,0,0,0,0,0,0,3,42,55
POA4018,..,13,60,12,10,14,8,12,3,0,130,..,14,86,25,18,30,16,17,3,4,214,..,0,0,0,0,3,0,3,10,4,16,..,0,0,0,0,0,0,0,0,0,0,..,14,86,25,18,35,14,21,9,8,232,..,0,0,0,0,0,0,0,0,0,3,..,22,145,38,33,46,21,32,15,8,363,32,25,39,7,4,7,6,4,3,3,133,16,52,85,16,3,29,30,24,20,4,269,0,0,0,0,0,3,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,16,52,85,16,3,32,34,27,24,6,281,0,0,0,0,0,0,0,0,0,3,3,49,77,121,19,9,33,37,35,25,11,412,85,31,75,20,16,14,6,11,5,10,269,47,86,378,58,61,63,71,41,16,18,840,0,0,4,3,0,3,3,3,5,3,30,0,0,0,0,0,0,0,0,0,0,3,47,92
POA4019,..,11,79,13,26,17,13,8,0,14,185,..,0,23,3,4,14,9,0,0,0,57,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,27,3,4,12,9,3,0,0,64,..,0,0,0,0,0,0,0,0,0,0,..,13,98,18,31,32,18,10,0,15,252,29,56,61,0,13,7,7,0,3,17,189,3,9,17,0,3,9,11,4,0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,0,3,9,11,4,0,3,61,0,0,0,0,0,0,0,0,0,0,0,30,63,81,0,20,9,15,4,8,19,246,85,36,65,10,22,3,3,10,4,6,247,21,11,29,8,6,8,6,11,8,7,122,0,3,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,22,14
POA4020,..,24,86,23,21,25,13,18,3,10,219,..,3,16,4,12,6,3,8,3,0,55,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,3,16,4,12,4,3,12,3,0,59,..,0,0,0,0,0,0,0,0,0,0,..,27,101,26,31,30,15,23,6,10,281,28,81,86,13,14,3,3,4,7,8,241,8,26,27,3,9,5,8,3,0,3,82,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,8,26,27,3,9,5,8,3,3,3,90,0,0,0,0,0,0,0,0,0,0,4,35,104,110,14,26,8,8,9,8,15,336,91,29,71,18,20,12,9,3,8,6,268,11,16,34,5,12,14,12,8,3,3,120,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,17,17
POA4021,..,6,31,9,16,18,3,5,9,10,111,..,0,12,3,7,7,0,4,0,0,31,..,0,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,12,3,7,8,0,3,0,0,39,..,0,0,0,0,0,0,0,0,0,0,..,6,45,13,25,21,3,6,11,9,144,18,43,32,5,3,6,4,0,4,5,122,10,3,10,0,3,3,14,3,0,0,49,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,3,10,0,3,3,12,5,3,0,48,0,0,0,0,0,0,0,0,0,0,0,24,46,45,5,12,8,18,7,8,4,173,48,18,33,8,9,7,3,9,0,4,140,18,9,29,6,9,12,16,0,0,3,102,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,9
POA4022,..,5,33,12,0,5,4,3,0,0,69,..,3,18,6,0,0,4,3,0,3,41,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,18,6,0,0,4,3,3,3,42,..,0,0,0,0,0,0,0,0,0,0,..,10,48,19,5,11,11,4,3,6,116,13,31,38,12,5,0,0,3,0,3,103,3,10,20,3,4,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,10,20,3,4,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,10,39,57,19,11,0,3,0,0,5,143,37,14,20,8,0,3,0,0,0,3,87,3,7,18,4,3,0,0,4,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
POA4025,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,4,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,14,0,0,0,3,4,0,0,0,0,0,13,0,0,9,0,0,4,3,9,3,6,33,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4029,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4030,..,17,62,17,17,17,10,14,5,6,164,..,3,31,14,3,3,5,16,3,3,94,..,0,0,0,3,0,8,3,22,0,41,..,0,0,0,0,0,0,0,0,0,0,..,3,31,14,8,3,11,20,33,6,134,..,0,0,0,0,0,0,0,0,0,3,..,16,86,36,24,20,23,37,42,11,295,46,51,41,10,9,13,24,18,10,3,231,17,15,28,7,18,43,54,45,29,12,276,0,0,0,0,0,0,8,4,5,6,19,0,0,0,0,0,0,0,0,0,0,3,17,15,28,7,17,43,64,48,40,20,302,0,0,0,0,0,0,0,0,0,0,0,62,74,70,21,24,61,84,68,53,27,531,137,52,106,34,37,28,30,21,11,9,453,44,41,282,41,82,100,91,94,46,13,823,0,0,6,3,7,3,3,8,10,4,45,0,0,0,0,0,3,0,0,0,0,3,44,43
POA4031,..,16,27,12,13,3,10,14,3,11,100,..,0,19,13,15,6,11,6,3,5,68,..,0,0,0,0,0,0,3,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,0,19,13,15,5,13,12,3,5,79,..,0,0,0,0,0,0,0,0,0,0,..,20,51,20,25,7,24,25,9,8,181,24,42,27,6,3,4,9,4,6,3,129,9,12,24,5,5,11,15,24,13,6,134,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,9,10,24,6,5,11,21,24,15,10,140,0,0,0,0,0,0,0,0,0,0,0,33,53,54,16,10,22,29,30,22,13,272,100,31,57,20,19,11,13,8,0,9,266,18,36,179,25,40,35,48,28,21,7,434,0,0,11,3,3,0,3,3,3,3,26,0,0,3,0,0,0,0,0,0,0,5,18,36
POA4032,..,8,46,10,15,11,4,13,3,9,120,..,11,59,19,20,27,22,16,4,17,195,..,0,0,0,0,7,9,5,12,4,33,..,0,0,0,0,0,0,0,0,0,0,..,11,63,19,20,29,31,23,18,18,227,..,0,0,0,0,0,0,0,0,0,3,..,16,112,27,33,37,39,34,23,26,348,30,40,44,8,11,5,11,3,7,9,154,14,33,132,16,18,27,46,28,23,7,351,0,3,4,0,0,3,3,12,7,7,31,0,0,0,0,0,0,0,0,0,0,0,14,37,131,16,17,27,48,43,30,13,378,0,0,0,0,0,0,0,0,0,0,0,45,77,177,27,27,37,59,45,37,19,536,85,35,77,26,23,9,4,12,3,7,276,48,77,344,54,56,61,65,76,29,8,823,0,4,8,4,3,6,12,12,7,7,56,0,0,0,0,0,0,0,0,0,0,3,48,82
POA4034,..,29,151,34,49,35,36,24,9,10,370,..,22,159,32,49,41,39,33,26,14,417,..,0,3,0,7,6,11,14,14,17,71,..,0,0,0,0,0,0,0,0,0,3,..,25,169,34,58,46,44,45,45,31,488,..,0,0,0,0,0,0,0,0,0,3,..,48,312,64,110,77,82,68,49,40,864,104,150,144,21,31,23,18,20,16,20,546,35,91,150,38,45,63,81,79,45,9,645,0,0,0,0,8,5,6,6,15,3,47,0,0,0,0,0,0,0,0,0,0,0,36,99,156,45,51,64,93,86,65,13,694,0,0,0,0,0,0,0,0,0,0,3,135,245,300,63,78,86,113,109,79,34,1243,250,101,209,41,54,48,25,18,18,19,774,162,131,615,52,86,110,161,92,43,17,1472,0,3,22,0,13,12,17,14,8,4,101,0,0,4,0,0,0,0,0,0,0,10,162,136
POA4035,..,33,121,32,25,29,26,26,14,6,313,..,7,49,11,5,4,15,3,0,3,99,..,0,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,7,54,11,5,4,14,5,0,6,106,..,0,0,0,0,0,0,0,0,0,0,..,37,176,41,33,35,37,28,15,13,417,57,123,70,13,8,10,0,3,0,8,299,12,34,60,10,6,12,9,9,0,6,163,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,12,36,60,10,6,12,9,9,3,6,164,0,0,0,0,0,0,0,0,0,0,0,71,162,133,26,18,26,4,13,3,15,467,92,58,48,13,7,10,12,8,3,13,261,40,43,74,13,24,13,10,7,9,5,234,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,40,43
POA4036,..,11,21,6,7,0,3,0,4,4,49,..,0,15,7,0,6,13,3,0,3,41,..,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,15,7,0,6,15,4,3,3,46,..,0,0,0,0,0,0,0,0,0,0,..,11,31,15,4,9,19,4,4,8,96,16,23,21,4,0,0,0,0,0,3,70,0,10,26,7,4,10,4,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,7,4,14,6,3,0,0,62,0,0,0,0,0,0,0,0,0,0,0,16,36,44,6,6,10,3,8,4,3,127,41,14,22,12,3,5,7,0,0,6,99,11,17,42,8,3,11,4,3,3,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17
POA4037,..,13,35,12,15,18,4,9,0,4,109,..,0,12,0,3,3,0,0,0,0,24,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,12,0,3,3,0,0,0,0,23,..,0,0,0,0,0,0,0,0,0,0,..,17,49,8,23,22,7,9,0,3,134,22,60,37,4,3,0,0,0,0,3,127,6,5,10,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,26,67,45,4,3,0,0,0,0,4,153,31,21,11,0,4,0,0,0,0,0,79,6,9,7,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,9
POA4051,..,24,112,30,17,24,16,19,7,6,263,..,10,37,5,26,3,9,10,13,0,116,..,0,0,0,0,0,0,4,4,0,11,..,0,0,0,0,0,0,0,0,0,0,..,10,37,5,26,5,14,12,14,0,128,..,0,0,0,0,0,0,0,0,0,0,..,30,154,36,41,29,27,36,25,12,393,99,96,53,9,8,15,12,18,10,16,337,20,25,42,3,28,35,29,46,37,8,282,0,0,0,0,0,3,5,10,4,6,28,0,0,0,0,0,0,0,0,0,0,0,20,25,42,3,28,39,36,51,45,10,303,0,0,0,0,0,0,0,0,0,0,0,115,123,97,13,37,47,51,67,62,29,641,173,55,102,48,50,49,19,32,18,10,551,47,49,183,35,59,85,60,63,35,20,642,0,4,6,3,0,8,4,5,4,0,40,0,0,0,0,0,0,0,0,0,0,6,47,52
POA4053,..,32,102,34,40,19,32,16,15,11,299,..,9,96,27,35,23,22,14,14,7,253,..,0,0,0,0,6,4,7,9,3,32,..,0,0,0,0,0,0,0,0,3,9,..,14,96,30,40,29,27,17,17,12,287,..,0,0,0,0,0,0,0,0,0,0,..,43,203,65,74,55,58,34,32,29,588,75,100,83,19,15,7,20,26,14,22,385,15,66,87,12,17,32,27,44,25,20,338,0,0,0,0,0,3,5,7,12,3,35,0,0,0,0,0,0,0,0,0,0,0,15,66,87,12,18,35,27,54,42,20,376,0,0,0,0,0,0,0,0,0,0,0,95,171,172,31,33,46,50,79,57,39,758,278,107,192,48,49,44,38,24,11,17,811,75,74,250,46,46,42,45,33,30,11,651,0,3,5,0,11,0,7,3,7,4,47,0,0,0,0,0,0,0,0,0,0,4,76,75
POA4054,..,11,38,8,13,7,5,3,0,4,84,..,5,22,10,0,0,3,0,0,3,46,..,0,0,0,0,0,8,3,3,0,11,..,0,0,0,0,0,0,0,0,0,0,..,5,22,10,0,0,9,3,3,7,63,..,0,0,0,0,0,0,0,0,0,0,..,19,56,16,11,6,16,6,5,7,146,23,33,28,0,8,5,4,3,8,0,109,4,13,22,6,7,4,0,3,0,3,63,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,13,21,6,7,4,3,8,3,3,64,0,0,0,0,0,0,0,0,0,0,0,30,44,46,7,8,10,4,10,10,3,180,75,15,50,12,10,5,3,0,0,3,173,25,21,35,10,5,7,10,7,3,0,113,0,0,3,0,0,0,6,0,0,0,10,0,0,3,0,0,0,0,0,0,0,3,26,21
POA4055,..,16,74,20,19,27,12,29,6,3,216,..,0,20,10,9,6,11,4,0,3,68,..,0,0,0,0,0,3,0,3,0,11,..,0,0,0,0,0,0,0,0,0,0,..,3,20,10,9,6,12,4,7,3,80,..,0,0,0,0,0,0,0,0,0,0,..,24,96,31,24,37,27,33,10,7,292,36,57,65,3,8,0,0,3,0,0,177,13,20,15,0,3,7,9,3,8,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,15,0,3,7,9,3,6,0,76,0,0,0,0,0,0,0,0,0,0,0,52,75,77,6,8,7,5,11,6,3,252,109,39,48,5,14,15,8,4,3,7,259,18,14,44,12,12,10,7,3,0,0,122,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,21,17
POA4059,..,7,30,3,8,5,7,12,10,7,78,..,5,34,8,24,23,47,52,7,4,206,..,0,0,0,9,7,15,51,54,29,151,..,0,0,0,0,0,0,0,0,0,0,..,5,35,8,29,31,63,101,56,37,356,..,0,0,0,0,0,0,0,0,0,0,..,8,57,16,33,39,63,112,71,42,439,51,64,35,9,12,8,21,17,31,12,269,18,36,57,24,62,98,212,257,134,54,951,0,4,0,0,0,7,49,66,36,25,192,0,0,0,0,0,0,0,0,0,0,4,21,41,61,22,61,108,256,314,176,83,1151,0,0,0,0,0,0,0,0,0,0,3,73,106,95,35,79,114,278,340,206,102,1423,100,39,77,26,22,22,18,18,16,12,353,33,45,161,44,70,115,149,151,78,26,876,0,3,13,6,6,15,20,40,21,13,141,0,0,0,0,0,0,0,0,0,0,3,36,56
POA4060,..,34,46,20,9,17,21,14,6,5,163,..,0,11,3,3,4,7,3,10,0,48,..,0,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,11,6,3,5,7,5,10,0,54,..,0,0,0,0,0,0,0,0,0,0,..,34,56,25,18,21,24,23,16,13,222,43,62,19,6,3,3,5,3,0,9,162,3,6,14,0,3,4,12,4,6,0,56,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,3,3,6,14,0,3,4,12,5,8,6,67,0,0,0,0,0,0,0,0,0,0,0,44,73,37,6,11,12,17,10,11,17,224,56,33,38,13,5,6,10,3,3,3,171,18,19,42,3,11,16,29,12,4,9,157,0,0,0,0,0,4,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,18,15
POA4061,..,32,130,26,51,25,25,11,13,7,326,..,0,30,16,11,6,7,9,0,5,84,..,0,0,0,0,0,0,8,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,30,16,14,6,8,16,0,6,91,..,0,0,0,0,0,0,0,0,0,0,..,36,158,48,65,32,24,27,13,14,420,51,80,62,12,6,3,6,0,0,3,231,12,12,33,4,0,5,12,11,7,6,105,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,17,12,33,4,0,5,8,18,16,6,110,0,0,0,0,0,0,0,0,0,0,0,65,93,94,16,9,9,22,19,14,10,341,79,22,39,15,10,5,8,5,9,7,196,19,9,54,9,7,8,12,6,5,0,122,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,22,9
POA4064,..,4,29,7,16,7,10,5,12,3,94,..,0,9,0,4,7,3,7,6,0,38,..,0,0,0,0,0,0,9,9,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,9,0,4,7,3,15,9,0,53,..,0,0,0,0,0,0,0,0,0,0,..,4,35,12,17,15,18,24,21,3,152,43,51,32,3,5,5,16,16,15,5,189,3,5,24,5,14,12,21,29,30,6,153,0,0,0,0,3,4,3,9,3,3,23,0,0,0,0,0,0,0,0,0,0,0,3,5,24,5,18,18,23,38,32,10,176,0,0,0,0,0,0,0,0,0,0,0,48,56,49,11,22,24,36,52,47,17,367,88,40,63,28,19,28,23,29,17,11,346,28,26,60,16,22,22,33,32,26,8,276,0,0,0,0,0,0,0,0,3,3,17,0,0,0,0,0,0,0,0,0,0,3,28,28
POA4065,..,11,44,21,15,12,14,21,0,6,150,..,0,3,0,3,0,3,0,0,0,12,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,3,0,6,0,0,0,16,..,0,0,0,0,0,0,0,0,0,0,..,11,48,20,22,11,19,22,3,6,164,32,30,14,0,0,0,5,0,3,7,98,3,4,3,0,0,0,0,0,3,3,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,10,3,25,0,0,0,0,0,0,0,0,0,0,0,34,37,15,3,5,3,6,3,13,11,121,43,21,27,11,13,3,13,5,0,0,144,8,12,20,4,8,7,11,3,6,5,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13
POA4066,..,10,26,7,7,7,16,13,7,5,100,..,3,16,3,12,13,13,21,4,3,88,..,0,0,0,0,0,3,8,9,0,24,..,0,0,0,0,0,0,0,0,0,0,..,3,16,3,12,13,16,30,19,4,116,..,0,0,0,0,0,0,0,0,0,0,..,12,37,12,22,19,32,43,22,13,211,77,105,61,11,16,22,25,28,26,16,378,26,38,72,20,46,76,152,201,170,38,843,0,3,0,0,0,5,10,29,29,11,87,0,0,0,0,0,0,0,0,0,0,5,26,42,72,23,48,82,157,234,202,50,933,0,0,0,0,0,0,0,0,0,0,0,102,147,135,31,63,102,187,255,219,66,1307,144,44,99,47,32,38,36,35,19,15,511,64,81,217,62,73,115,123,125,68,22,952,0,0,3,0,3,9,8,20,13,3,57,0,3,0,0,0,0,0,0,0,0,9,64,80
