POA_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
POA4014,534,25,0,0,25,0,554,38,91,6,0,91,0,131,0,0,0,0,3,0,3,0,0,0,0,0,0,0,38,92,7,0,95,0,137,0,0,0,0,0,0,0,570,113,7,0,120,0,690,463,19,0,0,19,0,483,30,68,12,0,79,0,106,0,4,4,0,10,0,10,0,0,0,0,0,0,0,30,70,18,0,86,0,120,0,0,0,0,0,0,0,495,89,18,0,102,0,601,219,6,0,0,6,0,230,9,40,3,0,37,0,49,0,5,4,0,4,0,4,0,0,0,0,0,0,0,9,37,6,0,47,0,54,0,0,0,0,0,0,0,231,48,6,0,50,0,284,153,3,0,0,3,0,154,4,25,0,0,27,0,35,0,0,9,0,10,0,10,0,0,0,0,0,0,0,9,26,6,0,33,0,39,0,0,0,0,0,0,0,158,32,6,0,38,0,196,156,3,0,0
POA4017,1439,43,0,4,50,0,1491,95,210,3,0,215,0,305,0,14,9,0,20,0,22,0,0,0,0,4,0,4,94,222,18,0,236,0,334,5,3,0,0,3,0,7,1534,270,18,5,289,3,1834,1565,37,0,3,44,6,1611,83,177,0,0,181,0,262,0,9,7,0,18,0,21,0,0,0,0,3,0,3,83,194,14,0,200,0,287,0,0,0,0,0,4,6,1654,232,14,5,242,7,1905,888,14,0,0,14,0,896,45,102,3,0,106,0,149,0,12,3,0,13,0,19,0,0,0,0,0,0,0,45,113,13,0,125,0,164,3,0,0,0,0,3,5,931,126,13,0,133,5,1070,516,9,0,0,9,0,529,32,56,0,0,60,0,93,0,8,8,0,12,0,12,0,0,0,0,0,0,0,32,61,14,0,71,0,105,0,0,0,0,0,0,0,543,73,14,0,85,0,629,693,10,0,0
POA4018,333,24,0,0,24,0,359,43,314,13,3,335,0,370,0,14,8,0,25,0,25,0,0,0,0,0,0,0,43,331,20,3,356,0,393,0,0,0,0,0,0,3,370,362,20,3,386,0,757,231,7,0,0,7,0,244,23,204,6,0,215,0,236,0,5,4,0,13,0,12,0,3,0,0,3,0,3,25,217,13,0,225,0,257,0,0,0,0,0,3,3,263,219,13,0,231,3,500,121,3,0,0,3,0,124,11,97,5,0,96,0,111,0,9,4,0,9,0,9,0,0,0,0,0,0,0,11,100,5,3,110,0,119,0,0,0,0,0,0,0,131,104,5,3,116,0,248,61,0,0,0,0,0,60,6,46,4,0,54,0,57,0,0,5,0,6,0,6,0,0,0,0,0,0,0,6,53,11,0,59,0,61,0,0,0,0,0,0,0,69,53,11,0,58,0,124,81,3,0,0
POA4019,612,29,0,0,29,0,641,32,40,0,0,41,0,73,0,0,0,0,0,0,0,3,0,0,0,0,0,3,32,45,0,0,43,0,79,4,0,0,0,0,0,3,646,80,0,0,75,0,729,636,31,0,0,31,0,670,21,42,3,0,43,0,62,3,0,0,0,0,0,4,0,0,0,0,0,0,0,25,45,3,0,43,0,74,0,0,0,0,0,0,3,665,71,3,0,81,0,741,341,8,0,0,8,0,350,3,17,3,0,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,3,0,22,0,28,3,0,0,0,0,0,3,350,28,3,0,28,0,382,216,3,0,0,3,0,218,7,9,0,0,9,0,16,0,0,3,0,7,0,7,0,0,0,0,0,0,0,5,8,3,0,14,0,22,0,0,0,0,0,0,0,227,15,3,0,16,0,241,269,8,0,0
POA4020,496,9,0,0,10,0,502,25,41,3,0,44,0,69,6,0,0,0,3,0,6,0,0,0,0,0,0,0,30,43,3,0,50,0,73,4,0,0,0,0,0,4,523,51,3,4,55,0,581,630,8,0,3,11,4,648,25,43,0,0,48,0,70,4,0,0,0,0,0,3,0,0,0,0,0,0,0,29,43,3,0,47,0,75,3,0,0,0,0,0,3,660,52,3,3,61,4,718,393,15,0,0,15,3,410,9,24,4,0,25,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,4,0,25,0,39,0,0,0,0,0,0,0,401,35,4,0,41,3,445,251,4,0,0,4,0,253,6,9,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,8,0,19,0,0,0,0,0,3,3,256,14,0,0,12,3,275,324,10,0,0
POA4021,321,7,0,0,7,0,331,17,32,0,0,32,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,33,0,0,33,0,54,0,0,0,0,0,0,0,337,42,0,0,42,3,385,330,20,0,0,20,4,352,12,31,4,0,34,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,4,0,34,0,45,0,0,0,0,0,5,4,345,48,4,0,47,5,397,196,3,0,0,3,0,196,12,19,0,0,22,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,27,0,31,0,0,0,0,0,0,0,206,31,0,0,32,0,231,128,3,0,0,3,0,130,3,4,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,0,9,0,0,0,0,0,0,0,136,3,0,0,5,0,142,173,0,0,0
POA4022,226,14,0,0,14,0,236,9,31,3,0,32,0,36,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,27,4,0,33,0,42,0,0,0,0,0,0,0,231,44,4,0,46,0,279,245,10,0,0,10,0,259,9,41,3,0,46,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,8,0,44,0,50,0,0,0,0,0,0,0,252,55,8,0,60,0,307,129,0,0,0,0,0,133,3,24,0,0,24,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,23,0,30,0,0,0,0,0,0,0,129,25,0,0,28,0,158,90,3,0,0,3,0,99,0,12,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,17,0,0,0,0,0,0,0,95,13,0,0,13,0,110,124,3,0,0
POA4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4030,538,23,0,0,26,0,558,65,133,3,0,142,0,200,0,7,9,0,13,0,13,0,0,0,0,0,0,0,65,147,12,0,157,0,217,0,0,0,0,0,5,5,596,168,14,0,177,5,778,574,22,0,0,21,0,600,26,64,6,0,70,0,99,0,9,3,0,10,0,10,0,0,0,0,0,0,0,26,71,10,0,86,0,115,0,0,0,0,0,0,0,604,94,12,0,108,0,709,304,3,0,0,3,0,305,12,36,3,0,35,0,55,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,37,3,0,42,0,52,0,0,0,0,0,0,0,317,43,3,0,42,0,361,157,3,0,0,3,0,165,11,16,0,0,17,0,29,0,3,0,0,3,0,3,0,0,0,0,0,0,0,11,24,0,0,20,0,35,0,0,0,0,0,0,0,172,25,0,0,27,0,199,221,7,0,0
POA4031,571,21,0,0,23,3,593,21,97,0,0,103,0,125,0,9,6,0,11,0,11,0,0,0,0,0,0,0,21,109,9,0,114,0,138,0,0,0,0,0,0,0,590,124,9,0,136,3,733,549,12,0,0,20,0,569,31,48,0,0,45,0,81,0,0,5,0,3,0,3,0,0,0,0,0,0,0,31,49,9,0,51,0,88,4,0,0,0,0,0,7,590,62,11,0,72,0,661,296,4,0,0,4,0,305,16,27,0,3,27,0,41,0,3,0,0,8,0,8,0,0,0,0,0,0,0,16,27,0,3,30,0,47,0,0,0,0,0,0,0,316,37,0,3,42,0,353,203,3,0,0,3,0,211,7,24,0,0,24,0,24,0,0,0,0,3,0,5,0,0,0,0,0,0,0,10,26,0,0,22,0,33,0,0,0,0,0,0,0,210,30,0,0,32,0,240,222,4,0,0
POA4032,380,23,0,0,23,0,399,40,231,4,0,235,0,277,0,14,3,0,17,0,20,0,0,0,0,0,0,3,48,244,5,0,257,0,297,0,0,0,0,0,3,3,426,268,5,0,276,3,698,369,23,0,0,23,0,393,35,147,8,0,154,0,192,0,4,4,0,15,0,10,0,0,3,0,4,0,4,34,159,15,0,173,0,206,0,0,0,0,0,3,4,406,182,15,0,198,3,600,184,6,0,0,6,0,191,16,75,0,0,75,0,87,0,3,6,0,10,0,10,0,0,0,0,0,0,0,16,75,4,0,83,0,92,0,0,0,0,0,3,3,196,86,4,0,87,3,289,99,0,0,0,0,0,99,13,37,0,0,37,0,49,0,4,3,0,8,0,8,0,0,0,0,0,0,0,13,40,3,0,46,0,56,0,0,0,0,0,0,0,104,41,3,0,49,0,159,144,4,0,0
POA4034,1465,78,0,0,77,0,1537,119,482,22,4,512,0,628,0,38,14,0,51,0,52,0,0,0,3,4,0,4,118,520,39,12,565,0,681,8,0,0,0,0,5,12,1586,593,39,7,641,5,2234,1327,57,0,3,59,0,1386,105,361,14,3,375,0,486,0,18,23,0,41,0,41,0,0,0,0,3,0,3,106,383,32,6,417,0,528,3,0,0,0,0,12,10,1431,439,32,9,476,12,1918,730,20,0,0,19,0,756,46,180,7,3,187,0,231,0,17,20,0,30,0,36,0,0,0,0,0,0,0,44,194,25,3,221,0,268,0,0,0,0,0,3,6,781,217,25,3,247,3,1027,425,18,0,0,18,0,439,21,118,6,0,118,0,142,0,3,6,0,15,0,15,0,0,0,0,0,0,0,22,121,15,0,138,0,156,0,0,0,0,0,0,0,445,135,15,0,149,0,601,607,16,0,0
POA4035,859,21,0,0,21,0,875,35,126,0,0,124,0,159,0,0,0,0,0,0,0,4,3,0,0,3,0,3,37,125,0,0,131,0,166,0,0,0,0,0,0,0,896,148,0,0,150,0,1043,1202,29,0,0,29,0,1235,59,134,3,0,136,0,193,0,3,0,0,3,0,3,0,0,0,0,0,0,0,56,142,3,0,140,0,198,3,0,0,0,0,0,3,1263,167,3,0,175,0,1439,757,22,0,0,22,0,779,18,85,4,0,91,0,112,0,4,3,0,8,0,8,0,0,0,0,0,0,0,18,90,5,0,94,0,120,3,0,0,0,0,0,4,774,112,5,0,122,0,897,500,9,3,0,14,0,513,23,40,3,0,41,0,66,0,8,3,0,7,0,7,0,0,0,0,0,0,0,23,47,3,0,48,0,72,0,0,0,0,0,0,0,520,57,7,0,67,0,584,724,15,0,0
POA4036,305,14,0,0,14,0,317,22,47,0,0,49,0,68,0,7,0,0,7,0,7,0,0,0,0,0,0,0,22,54,0,0,52,0,70,0,0,0,0,0,0,0,328,60,0,0,63,0,392,272,11,0,0,11,0,285,11,45,0,0,49,0,61,0,3,3,0,5,0,5,0,0,0,0,0,0,0,11,48,3,0,51,0,64,0,0,0,0,0,0,0,285,60,3,0,67,0,351,131,5,0,0,5,0,138,4,22,0,0,22,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,24,0,30,0,0,0,0,0,0,0,138,29,0,0,24,0,165,73,3,0,0,3,0,72,9,12,0,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,14,0,24,0,0,0,0,0,0,0,76,17,0,0,18,0,96,91,6,0,0
POA4037,378,7,0,0,7,0,387,19,20,0,0,20,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,20,0,38,0,0,0,0,0,0,0,405,26,0,0,26,0,431,527,14,0,0,12,0,540,21,26,0,0,26,0,44,0,0,0,0,0,0,0,3,0,0,0,0,0,3,20,27,0,0,27,0,50,0,0,0,0,0,0,0,550,36,0,0,38,0,588,380,5,0,0,4,0,381,4,21,0,0,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,17,0,22,0,0,0,0,0,0,0,382,24,0,0,26,0,406,219,0,0,0,0,0,220,5,6,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,6,0,9,0,0,0,0,0,0,0,223,7,0,0,7,0,232,305,3,0,0
POA4051,1191,36,0,0,36,3,1236,63,111,0,0,115,0,178,0,15,3,0,14,0,14,0,0,0,0,0,0,0,63,126,0,0,131,0,195,0,0,0,0,0,0,0,1256,167,0,0,168,4,1427,1202,16,0,0,16,0,1222,59,95,0,0,95,0,157,0,10,0,0,7,0,7,3,0,0,0,0,0,3,61,105,0,0,106,0,169,0,0,0,0,0,0,0,1262,124,0,0,124,0,1384,708,11,0,0,11,3,719,18,37,5,0,43,0,59,0,3,0,0,3,0,3,0,0,0,0,0,0,0,14,39,5,0,42,0,58,0,0,0,0,0,0,0,730,50,5,0,51,3,783,398,10,0,0,10,0,405,12,30,0,0,27,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,0,0,31,0,38,0,0,0,0,0,0,0,402,39,0,0,42,0,443,483,9,0,0
POA4053,2099,78,0,0,79,6,2180,109,223,7,0,233,0,344,0,12,9,0,22,0,22,0,0,0,0,0,0,0,109,234,19,0,257,0,367,0,0,0,0,0,0,0,2204,310,19,3,331,6,2543,1806,56,0,0,61,7,1867,94,182,8,0,194,0,291,0,13,12,0,20,0,24,0,0,0,0,0,0,3,96,193,17,0,215,0,317,0,0,0,0,0,0,0,1906,251,19,0,278,7,2184,906,18,0,0,20,3,926,52,88,10,0,96,0,148,0,7,7,0,12,0,12,0,0,0,0,0,0,0,59,94,15,0,109,0,163,0,0,0,0,0,0,0,964,109,15,0,125,3,1095,506,10,0,0,10,0,518,30,55,3,0,60,0,85,0,4,3,0,13,0,13,0,0,0,0,0,0,0,28,61,12,0,71,0,95,0,0,0,0,0,0,0,532,70,12,0,82,0,615,700,18,0,0
POA4054,650,31,0,0,31,0,678,43,54,0,3,60,0,103,0,3,8,0,12,0,12,3,0,0,0,0,0,3,46,58,8,3,66,0,113,0,0,0,0,0,0,0,692,92,8,3,99,0,796,591,15,0,0,15,0,609,32,41,3,3,40,0,72,0,6,9,0,17,0,17,4,0,0,0,0,0,0,31,44,10,3,62,0,92,0,0,0,0,0,0,0,622,63,10,4,78,0,700,282,9,0,0,5,0,289,14,13,0,3,19,0,29,0,0,3,0,9,0,9,0,0,0,0,0,0,0,14,17,6,3,28,0,41,0,0,0,0,0,0,0,294,20,6,3,30,0,327,202,3,0,0,3,0,204,10,10,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,13,0,27,0,0,0,0,0,0,0,210,15,0,0,18,0,227,279,3,0,0
POA4055,1086,21,0,0,21,0,1100,35,81,3,3,89,0,125,0,0,3,0,3,0,3,0,0,0,0,0,0,0,39,87,5,3,93,0,130,0,0,0,0,0,0,0,1121,106,5,3,113,0,1232,1227,19,0,0,19,0,1248,34,74,5,0,80,0,113,0,6,0,0,9,0,9,0,0,0,0,0,0,0,34,81,7,0,86,0,120,0,0,0,0,0,0,0,1257,102,7,0,110,0,1371,668,12,0,0,12,0,677,26,39,0,0,39,0,68,0,3,0,0,3,0,3,0,0,0,0,0,0,0,28,39,0,0,42,0,69,0,0,0,0,0,0,0,700,52,0,0,51,0,749,411,10,0,0,8,0,419,10,17,0,0,17,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,0,0,18,0,30,0,0,0,0,0,0,0,422,26,0,0,32,0,450,562,6,0,0
POA4059,316,9,0,0,9,0,324,27,111,7,0,120,0,144,0,75,8,0,81,0,81,0,0,0,0,0,0,0,27,184,17,0,198,0,222,0,0,0,0,0,0,0,343,189,17,0,207,0,544,296,7,0,0,7,0,306,13,84,14,0,95,0,106,0,33,16,0,51,0,50,0,0,0,0,0,0,0,11,120,32,0,146,0,158,0,0,0,0,0,0,0,311,127,32,0,157,0,464,189,3,0,0,3,0,197,12,35,4,0,38,0,50,0,10,3,0,12,0,12,0,0,0,0,0,0,0,16,51,6,0,50,0,66,0,0,0,0,0,0,0,204,51,6,0,57,0,263,99,3,0,0,3,0,103,3,22,3,0,24,0,29,0,3,3,0,4,0,4,0,0,0,0,0,0,0,3,28,5,0,28,0,32,0,0,0,0,0,0,0,105,31,5,0,33,0,139,115,0,0,0
POA4060,593,19,0,0,20,0,613,23,64,0,0,65,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,65,0,0,63,0,84,0,0,0,0,0,0,0,615,86,0,0,88,0,701,736,13,0,0,15,0,747,29,34,0,0,34,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,40,0,0,36,0,61,0,0,0,0,0,0,0,761,45,3,0,51,0,813,419,9,0,0,9,0,426,20,19,0,0,19,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,21,0,38,0,0,0,0,0,0,0,441,28,0,0,31,0,465,301,10,0,0,10,0,310,6,10,0,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,9,0,16,0,0,0,0,0,0,0,307,18,0,0,18,0,324,359,5,0,0
POA4061,644,17,0,0,17,0,664,51,52,0,0,58,0,108,0,6,0,0,10,0,10,0,0,0,0,0,0,0,51,61,3,0,67,0,118,0,0,0,0,0,0,3,702,84,3,0,83,0,788,869,18,0,0,17,0,885,52,67,3,0,66,0,117,0,5,0,0,7,0,8,0,0,0,0,0,0,0,51,68,7,0,78,0,125,0,0,0,0,0,4,4,919,86,7,0,96,4,1018,591,9,0,0,11,0,603,20,27,0,0,27,0,50,0,5,0,0,5,0,5,0,0,0,0,0,0,0,20,31,0,0,31,0,53,0,0,0,0,0,0,0,610,38,0,0,45,0,653,340,6,0,0,6,0,352,16,31,0,0,29,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0,0,33,0,50,0,0,0,0,0,0,0,359,42,0,0,38,0,397,418,5,0,0
POA4064,375,7,0,0,7,0,386,23,57,6,3,57,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,57,6,3,64,0,87,0,0,0,0,0,0,3,407,69,6,3,71,4,477,357,15,0,0,15,0,370,15,30,0,0,30,0,45,0,3,0,0,3,0,3,0,0,0,0,0,0,0,15,37,0,0,37,0,51,0,0,0,0,0,0,0,371,49,0,0,49,0,422,192,3,0,0,3,0,194,5,8,0,0,8,0,18,0,0,0,0,7,0,7,0,0,0,0,0,0,0,5,13,0,0,17,0,17,0,0,0,0,0,0,0,190,19,0,0,18,0,216,91,0,0,0,0,0,96,3,8,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,12,0,0,0,0,0,0,0,98,9,0,0,9,0,104,148,0,0,0
POA4065,471,10,0,0,10,0,482,30,26,0,0,26,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,0,0,26,0,56,0,0,0,0,0,0,0,502,36,0,0,36,0,541,566,13,0,0,13,0,581,19,25,0,0,25,0,50,0,3,0,0,3,0,3,0,0,0,0,0,0,0,19,31,0,0,31,0,51,0,0,0,0,0,0,0,587,44,0,0,44,0,633,303,17,0,0,17,0,317,9,12,0,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,13,0,26,0,0,0,0,0,0,0,319,24,0,0,24,0,341,189,6,0,0,6,0,196,10,4,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,11,0,0,0,0,0,0,0,196,12,0,0,12,0,212,213,7,0,0
