POA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
POA4014,111,6,18,23,14,18,9,6,252,0,0,0,0,0,0,0,0,0,0,0,95,48,165,32,33,38,22,28,12,12,478,171,50,68,16,6,9,5,3,3,6,335,49,53,119,17,8,18,3,0,8,3,277,0,4,11,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,3,48,56,133,17,8,18,3,3,8,7,295,0,0,0,0,0,0,0,0,0,0,0,216,108,198,29,14,22,9,4,5,15,630,151,32,30,3,6,0,3,4,0,9,243,57,22,45,6,5,0,0,0,7,0,137,9,3,10,0,3,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,4,65,25,51,8,4,4,0,0,4,3,169,0,0,0,0,0,0,0,0,0,0,0,219,62,83,7,14,6,5,3,6,10,412,129,19,11,3,0,0,3,0,0,7,169,37,7,11,0
POA4017,241,35,39,30,24,23,21,12,529,0,0,0,0,0,0,0,0,0,0,0,203,97,377,63,72,49,40,42,29,25,998,386,176,187,23,32,19,10,13,5,14,863,112,106,218,32,24,31,16,9,15,11,558,0,9,17,3,4,4,0,0,6,4,42,3,0,3,0,0,0,0,0,0,0,7,112,117,237,32,30,36,16,12,18,13,615,0,0,0,0,0,0,0,0,0,0,5,503,287,421,56,62,49,27,25,24,28,1482,651,137,124,29,12,4,9,4,0,19,1005,172,80,106,11,16,4,5,4,13,12,420,10,5,0,3,0,0,0,3,12,0,34,3,0,0,0,0,0,0,0,0,0,8,188,84,110,14,13,9,6,4,20,13,454,3,0,0,0,0,0,0,0,0,6,3,845,222,239,40,29,14,14,12,20,34,1467,618,44,32,9,9,3,3,0,3,17,737,169,30,20,0
POA4018,392,55,65,66,76,46,20,20,871,0,0,0,0,0,0,0,0,0,0,0,135,122,465,78,86,73,78,55,25,26,1145,109,51,71,5,9,7,6,5,0,3,259,102,118,314,39,31,27,11,8,10,7,653,0,4,16,3,3,4,4,3,3,0,36,0,0,0,0,0,0,0,0,0,0,3,99,120,331,36,32,29,18,9,12,4,696,0,0,0,0,0,0,0,0,0,0,0,210,175,400,46,36,30,21,20,12,7,961,149,42,25,0,3,0,7,4,0,3,243,114,55,104,17,9,16,8,0,0,3,319,12,5,7,3,0,0,3,3,3,4,50,3,0,0,0,0,0,0,0,0,0,8,132,64,108,16,9,18,7,3,7,7,377,0,0,0,0,0,0,0,0,0,0,0,278,112,136,20,15,16,9,5,6,9,617,168,10,27,3,3,4,0,0,0,4,226,140,16,16,0
POA4019,30,8,6,12,8,11,8,5,133,0,0,0,0,0,0,0,0,0,0,0,103,51,99,23,28,19,19,24,8,15,382,221,60,98,11,22,10,4,3,0,16,447,38,27,53,8,10,17,9,5,9,3,175,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,38,27,53,8,13,17,6,5,9,5,182,0,0,0,0,0,0,0,0,0,0,0,256,87,155,20,35,23,15,11,8,27,631,417,86,85,12,11,4,3,4,0,27,645,58,34,25,8,4,3,3,0,0,0,135,0,3,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,64,38,37,9,7,3,3,0,0,0,156,0,0,0,0,0,0,0,0,0,3,3,477,124,126,19,15,9,10,4,0,27,805,453,34,41,3,6,6,3,9,4,13,575,74,10,7,0
POA4020,34,5,8,14,12,13,4,3,130,0,0,0,0,0,0,0,0,0,0,0,104,48,103,22,31,31,23,21,9,8,396,189,78,101,22,18,18,0,5,3,7,441,50,30,37,13,17,13,5,4,3,3,180,3,0,3,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,50,31,40,15,18,15,8,13,4,6,193,3,0,0,0,0,0,0,0,0,0,3,246,113,145,33,33,30,10,16,5,15,643,450,125,112,19,11,6,3,9,3,26,764,67,45,51,11,5,3,4,0,0,3,190,3,4,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,64,44,55,11,5,3,4,0,0,9,205,0,0,0,0,0,0,0,0,0,0,0,515,169,170,29,18,11,8,8,4,27,974,640,46,50,7,4,0,4,5,4,20,777,115,12,10,0
POA4021,37,6,9,12,17,0,3,3,107,0,0,0,0,0,0,0,0,0,0,3,69,22,67,20,22,24,19,10,4,7,254,109,36,33,11,7,7,0,0,4,3,216,27,15,29,5,3,11,3,0,0,3,106,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28,15,34,5,6,11,8,0,0,3,113,0,0,0,0,0,0,0,0,0,0,0,142,52,73,19,8,17,6,0,3,8,327,170,30,52,8,7,3,0,4,0,6,277,40,13,13,3,3,3,0,3,0,3,82,7,0,4,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,47,17,14,6,5,3,0,3,0,0,98,0,0,0,0,0,0,0,0,0,0,0,222,43,65,11,12,3,0,4,0,5,381,201,15,24,0,3,3,0,0,0,7,253,38,5,3,0
POA4022,18,4,3,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,44,22,42,14,3,3,4,3,0,4,136,43,24,21,8,0,12,0,0,0,6,117,11,16,39,7,3,0,3,0,0,3,85,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,16,45,7,3,0,3,0,0,3,86,0,0,0,0,0,0,0,0,0,0,0,56,34,68,15,7,12,4,0,0,13,209,91,27,24,4,3,0,0,0,0,3,162,25,10,22,0,4,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,10,22,0,3,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,121,38,53,4,5,0,3,0,0,3,228,111,11,12,3,0,0,0,0,0,3,141,40,0,3,0
POA4025,9,3,0,4,3,5,5,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,3,12,5,11,46,3,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,15,5,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0
POA4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4030,289,41,83,106,95,104,52,23,869,0,0,0,0,0,0,0,0,0,0,0,179,86,398,70,122,126,123,126,66,31,1326,219,62,76,13,12,7,4,3,0,12,406,64,62,133,17,23,19,18,19,6,10,376,0,4,11,0,3,0,0,0,6,3,35,0,0,0,0,0,0,0,0,0,0,0,67,69,142,22,24,23,18,15,13,11,404,0,0,0,0,0,0,0,0,0,0,0,285,125,225,36,35,31,23,19,13,23,808,249,53,30,3,0,3,3,3,4,5,359,66,24,33,3,3,0,4,0,0,4,139,7,0,3,3,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,70,29,34,6,3,3,4,0,8,4,163,0,0,0,0,0,0,0,0,0,0,0,320,85,70,9,3,4,5,3,11,6,515,182,10,7,0,0,5,0,0,0,3,212,78,4,4,3
POA4031,192,25,43,35,51,31,24,10,463,0,0,0,0,0,0,0,0,0,0,3,120,72,252,45,67,45,64,41,25,17,730,146,56,60,10,9,12,6,3,0,6,299,37,48,75,12,17,17,6,9,3,7,222,0,4,0,3,9,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,38,53,79,13,24,20,11,6,3,7,246,0,0,0,0,0,0,0,0,0,0,0,179,108,140,20,31,25,16,9,3,14,551,213,38,28,3,0,3,0,0,0,9,293,50,14,12,7,4,3,3,3,0,8,101,3,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,58,21,16,7,4,3,3,3,0,8,113,0,0,0,0,0,0,0,0,0,0,0,270,54,47,4,9,6,3,3,0,12,407,153,9,3,0,0,0,0,0,0,3,170,61,8,0,0
POA4032,349,63,64,64,74,84,34,16,880,0,0,0,0,0,0,0,0,0,0,0,133,121,429,93,86,72,81,98,42,24,1160,113,44,43,0,5,10,3,3,5,10,240,52,86,191,51,23,23,26,23,10,12,502,3,5,15,7,4,4,3,3,0,0,51,0,0,3,0,0,0,0,0,0,0,5,56,92,213,54,35,30,29,24,14,9,558,0,0,0,0,0,0,0,0,0,0,3,172,142,253,53,38,33,36,30,19,18,795,161,30,12,3,5,0,5,0,0,8,238,101,30,104,11,12,3,5,3,3,7,287,5,9,22,0,3,0,0,3,4,3,57,0,0,0,0,0,0,0,0,0,0,3,112,38,122,14,16,3,8,5,9,9,342,0,0,0,0,0,0,0,0,0,0,0,275,69,138,18,30,8,9,3,8,19,578,192,21,9,0,0,3,0,0,0,6,236,122,11,21,0
POA4034,642,58,105,122,175,110,47,23,1577,0,0,0,0,0,0,0,0,0,0,3,410,241,843,100,159,167,196,125,66,43,2358,434,150,182,34,23,15,15,3,7,23,886,236,228,476,56,48,32,28,24,8,10,1147,3,10,27,13,6,12,3,3,3,0,79,0,3,3,0,0,0,0,0,0,0,10,243,242,500,68,61,45,27,31,10,16,1238,0,0,0,0,0,0,0,0,0,4,3,674,388,685,107,86,59,46,38,20,35,2125,623,117,102,14,18,8,8,11,6,19,929,399,128,185,24,20,10,10,8,0,6,795,30,12,19,6,8,7,0,4,9,7,107,6,3,0,0,0,0,0,0,0,0,5,433,141,208,29,23,14,13,17,12,12,906,0,0,0,0,0,0,0,0,0,0,3,1055,263,309,48,43,26,13,25,13,36,1838,626,67,45,7,9,0,4,3,3,18,769,378,47,51,0
POA4035,78,13,24,13,13,7,11,3,237,0,0,0,0,0,0,0,0,0,0,0,130,95,123,26,30,17,26,18,15,17,500,237,88,106,23,19,5,9,7,5,4,518,97,87,126,22,12,7,13,9,0,9,383,0,4,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,105,95,130,22,12,7,13,9,0,9,397,0,0,0,0,0,0,0,0,0,0,0,343,189,238,41,32,15,24,14,8,17,917,467,114,98,11,13,7,4,4,0,3,726,172,77,83,17,4,5,3,0,0,5,363,14,8,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,185,80,89,17,3,8,3,0,0,5,384,0,0,0,0,0,0,0,0,0,0,0,656,194,179,27,19,12,9,3,0,7,1112,494,46,31,3,4,0,0,0,0,11,594,182,26,21,0
POA4036,42,8,3,11,4,3,3,4,105,0,0,0,0,0,0,0,0,0,0,0,52,29,62,18,5,13,14,3,4,8,209,63,24,29,3,3,0,3,0,0,4,130,31,35,44,8,3,3,4,3,0,0,126,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,35,49,8,3,3,3,3,0,0,135,0,0,0,0,0,0,0,0,0,0,0,94,56,73,11,3,3,10,3,4,9,261,92,20,11,4,0,0,0,0,0,0,133,41,22,18,3,0,3,0,0,0,4,93,0,0,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,45,20,21,8,3,4,0,0,0,7,109,0,0,0,0,0,0,0,0,0,0,0,137,40,32,13,6,7,0,0,0,9,237,88,9,0,0,0,0,0,0,0,0,99,31,9,6,0
POA4037,7,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,38,26,19,0,8,6,4,3,0,3,112,107,47,39,10,17,13,3,11,0,3,241,25,22,17,3,4,0,4,3,0,0,78,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,22,17,3,4,0,4,3,0,0,82,0,0,0,0,0,0,0,0,0,0,0,137,65,61,15,17,14,3,7,0,3,330,181,97,50,10,3,8,4,3,0,0,354,41,23,18,0,0,0,0,0,0,0,76,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,40,23,18,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,223,112,67,10,3,7,4,3,0,0,430,138,22,5,0,0,0,0,0,0,0,169,38,3,0,0
POA4051,187,39,60,100,68,71,40,23,685,0,0,0,0,0,0,0,0,0,0,3,221,109,292,86,113,148,90,104,49,30,1238,293,90,137,18,12,15,3,16,0,9,591,100,89,129,24,27,14,17,11,7,3,429,0,11,4,0,0,3,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,99,99,140,25,29,23,23,12,12,3,450,0,0,0,0,0,0,0,0,0,0,0,390,189,280,45,40,30,24,29,14,18,1045,440,75,46,8,5,10,5,0,5,4,593,121,33,27,3,0,0,3,7,0,3,192,3,4,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,123,35,27,3,0,3,3,7,3,3,209,0,0,0,0,0,0,0,0,0,0,0,563,115,67,9,7,14,8,3,6,10,806,309,11,14,0,0,0,0,0,0,3,345,100,9,3,0
POA4053,259,48,53,42,53,37,35,13,697,0,0,0,0,0,0,0,0,0,0,0,353,182,454,98,103,84,95,62,43,31,1514,453,172,189,22,40,18,17,9,7,18,933,114,172,243,45,39,19,22,21,13,8,701,3,11,24,4,3,4,3,0,0,6,51,0,0,0,0,0,0,0,0,0,0,0,122,185,264,50,43,23,25,25,15,13,760,0,0,0,0,0,0,0,0,0,0,3,573,354,458,66,82,37,41,32,24,34,1694,626,86,89,9,11,3,5,3,4,21,858,249,60,94,10,12,3,9,12,3,9,452,13,8,14,0,3,8,4,0,0,0,42,3,0,0,0,0,0,0,0,0,0,5,259,71,104,10,15,8,11,11,4,7,503,0,0,0,0,0,0,0,0,0,0,0,885,153,191,20,19,16,14,11,10,33,1359,554,38,23,3,3,0,3,0,0,15,645,257,17,28,0
POA4054,44,12,5,7,13,3,3,0,126,0,0,0,0,0,0,0,0,0,0,0,93,39,92,19,20,11,12,10,4,3,302,119,58,65,8,4,4,0,3,0,3,272,32,30,38,10,6,3,8,7,0,0,137,0,0,3,6,3,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,38,31,48,12,7,4,7,5,0,0,160,0,0,0,0,0,0,0,0,0,0,0,160,89,113,23,12,10,8,7,0,9,430,203,39,20,5,3,0,3,3,0,14,283,53,16,16,3,0,0,0,0,0,0,92,0,0,3,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,50,20,25,5,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,254,60,44,10,3,0,3,3,0,12,389,197,8,4,0,3,0,0,0,3,5,225,56,7,3,0
POA4055,44,12,12,10,9,4,0,0,128,0,0,0,0,0,0,0,0,0,0,0,129,56,96,22,31,23,18,13,3,3,391,228,85,85,14,26,8,9,8,0,13,481,54,50,75,12,14,7,4,0,4,5,224,3,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,57,57,81,13,14,7,4,0,4,5,237,0,0,0,0,0,0,0,0,0,0,0,284,142,164,29,34,17,14,8,6,22,713,393,65,84,13,6,7,0,10,0,0,580,87,43,32,11,0,4,4,3,0,0,182,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,86,46,29,11,0,8,6,3,0,0,190,0,0,0,0,0,0,0,0,0,0,0,481,106,120,25,15,12,6,12,0,4,769,305,27,20,0,4,0,0,0,0,13,361,88,7,9,0
POA4059,172,54,77,135,175,187,102,33,1013,0,0,0,0,0,0,0,0,0,0,0,137,93,246,76,100,159,186,207,115,48,1366,147,58,57,5,4,5,3,3,3,3,297,31,44,72,11,31,28,35,45,26,13,340,0,0,11,0,4,10,12,9,6,9,55,0,0,0,0,0,0,0,0,0,0,0,31,46,86,12,36,35,41,57,33,17,399,0,0,0,0,0,0,0,0,0,0,0,180,100,140,22,42,42,45,58,34,23,690,183,21,28,3,4,0,0,0,3,3,245,43,15,26,4,7,4,8,4,3,0,118,3,0,0,4,0,3,0,3,0,3,17,0,0,0,0,0,0,0,0,0,0,0,45,19,25,9,13,4,9,5,8,3,137,0,0,0,0,0,0,0,0,0,0,0,229,39,50,11,12,4,9,7,12,8,379,133,0,3,0,0,0,0,0,0,0,136,30,4,3,0
POA4060,45,3,11,16,31,12,4,9,168,0,0,0,0,0,0,0,0,0,0,0,73,51,81,16,16,25,34,12,13,10,339,137,62,51,9,4,0,6,4,4,3,291,33,28,45,8,8,9,3,3,0,3,146,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,37,28,44,8,15,9,3,3,0,3,148,0,0,0,0,0,0,0,0,0,0,0,171,93,94,22,21,12,13,16,3,10,440,290,49,21,4,5,3,4,0,0,0,369,54,14,19,0,0,4,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,52,18,19,0,3,4,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,341,68,33,5,10,3,3,0,0,0,471,200,8,11,0,0,0,0,0,0,5,226,31,6,0,0
POA4061,52,9,5,8,12,14,6,0,131,0,0,0,0,0,0,0,0,0,0,0,102,33,96,24,19,9,15,14,8,9,331,218,117,104,24,27,21,13,3,4,15,536,32,41,81,23,14,3,3,10,0,3,215,0,5,4,0,0,0,0,3,0,3,20,0,0,0,0,0,0,0,0,0,0,0,39,45,86,25,14,5,7,13,0,4,235,0,0,0,0,0,0,0,0,0,0,0,255,165,191,49,34,25,14,17,3,22,769,385,90,87,14,15,10,5,0,8,11,618,110,23,27,0,7,7,0,0,3,11,182,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,109,23,31,0,7,6,0,0,5,11,193,0,0,0,0,0,0,0,0,0,0,0,497,110,121,15,23,11,8,3,10,19,810,350,21,28,4,3,0,3,5,0,12,421,105,4,11,0
POA4064,65,16,21,27,33,33,26,13,295,0,0,0,0,0,0,0,0,0,0,0,113,69,125,52,35,58,55,65,43,23,640,129,43,53,7,10,10,3,5,3,4,267,40,35,41,3,4,10,10,10,12,3,168,0,0,4,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,40,39,41,3,3,11,10,12,14,3,182,0,0,0,0,0,0,0,0,0,0,0,169,76,97,11,17,26,11,13,17,6,447,181,31,17,7,0,0,0,3,3,4,247,45,7,10,4,3,0,0,3,3,0,78,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,52,7,8,4,3,0,0,3,3,3,80,0,0,0,0,0,0,0,0,0,0,0,231,39,29,8,3,4,3,7,8,8,333,161,11,11,0,0,0,0,5,0,0,188,38,0,0,0
POA4065,20,4,8,7,8,3,6,6,83,0,0,0,0,0,0,0,0,0,0,0,52,39,51,19,15,14,23,9,8,8,227,136,48,41,11,6,0,11,4,3,3,264,21,27,27,6,6,3,4,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,24,6,6,3,4,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,161,78,73,18,16,7,13,6,4,3,366,232,31,25,3,3,6,3,3,0,0,304,45,5,9,0,6,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,45,11,9,0,6,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,272,37,33,9,6,6,3,3,0,3,367,138,14,4,0,0,0,3,0,0,0,157,31,4,0,3
POA4066,221,63,78,125,133,145,81,27,1013,0,0,0,0,0,0,0,0,0,0,0,212,127,322,106,113,163,163,182,104,40,1522,153,54,70,17,14,11,3,9,3,9,342,68,54,112,29,21,23,29,17,13,5,375,3,0,3,6,0,0,5,3,0,0,28,0,0,0,0,0,0,0,0,0,0,4,73,54,121,29,22,24,29,24,14,8,398,0,0,0,0,0,0,0,0,0,0,4,226,106,191,50,39,38,39,32,17,16,750,237,39,19,0,7,9,5,3,6,6,324,68,24,35,3,3,3,5,3,4,0,151,3,3,0,0,0,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,71,29,35,3,6,4,5,5,7,0,173,0,0,0,0,0,0,0,0,0,0,0,311,69,54,7,9,14,8,6,16,6,496,191,13,7,3,0,3,3,9,0,7,233,70,3,8,0
