POA_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
POA4014,4883,..,..,..,..,4883,..,3,0,3,0,3,..,0,0,3,0,3,..,5,0,5,0,9,..,14,5,20,0,20,..,27,3,35,0,35,..,0,0,0,0,0,..,46,11,57,0,57,..,3,0,3,0,3,..,10,0,10,0,10,..,14,0,14,0,14,..,21,0,24,0,24,..,3,0,3,0,3,..,0,0,0,0,0,..,46,3,50,0,50,..,63,8,73,0,73,..,18,0,16,0,16,..,0,0,0,0,0,..,32,8,38,0,38,..,160,16,178,0,178,..,17,0,17,0,17,..,19,0,18,0,18,..,5,3,8,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,8,3,11,0,11,..,15,3,18,0,18,..,3,0,3,0,3,..,25,0,22,0,22,..,3,0,8,0,8,..,53,0,55,0,55,..,3
POA4017,15551,..,..,..,..,15551,..,23,0,22,0,22,..,39,12,52,0,50,..,9,3,15,0,15,..,45,9,58,0,57,..,54,11,62,0,62,..,5,0,3,0,3,..,100,26,130,0,130,..,6,0,6,0,6,..,27,3,29,4,28,..,42,0,49,0,49,..,62,4,63,0,63,..,22,3,27,0,27,..,7,0,7,0,7,..,99,3,101,0,101,..,119,9,126,3,126,..,16,0,16,0,16,..,10,0,10,0,10,..,52,3,57,0,57,..,299,18,319,0,323,..,58,4,65,0,65,..,31,4,29,0,29,..,20,5,27,0,27,..,4,0,4,0,4,..,5,0,5,0,5,..,14,0,17,0,17,..,22,4,27,0,25,..,16,3,24,0,24,..,40,0,44,0,44,..,8,0,9,0,9,..,51,5,56,0,56,..,14,0,17,0,17,..,114,3,115,0,115,..,14
POA4018,3629,..,..,..,..,3629,..,15,0,15,0,15,..,33,9,43,0,43,..,0,3,5,0,5,..,73,24,97,0,97,..,72,10,86,0,86,..,3,0,3,0,3,..,147,34,188,0,187,..,3,3,5,0,5,..,10,0,10,0,10,..,17,3,18,0,18,..,11,0,11,0,11,..,13,4,15,0,15,..,11,0,11,0,11,..,135,5,139,3,141,..,257,35,293,0,290,..,39,3,43,0,43,..,6,0,6,0,6,..,130,12,141,0,141,..,584,49,630,4,638,..,28,0,25,0,25,..,21,8,23,0,23,..,18,10,24,0,24,..,0,0,0,0,0,..,6,0,8,0,8,..,28,5,37,0,37,..,14,0,9,0,9,..,20,0,20,0,20,..,46,4,47,0,54,..,3,0,3,0,3,..,76,3,73,0,73,..,11,3,13,0,15,..,115,4,111,0,117,..,9
POA4019,8726,..,..,..,..,8726,..,7,0,7,0,7,..,3,0,3,0,5,..,4,0,4,0,4,..,9,3,10,0,10,..,17,5,24,0,24,..,0,0,0,0,0,..,26,11,32,0,32,..,5,0,5,0,5,..,20,0,20,0,20,..,41,0,40,0,45,..,30,0,30,0,30,..,21,0,21,0,21,..,0,0,0,0,0,..,21,0,21,3,21,..,6,0,8,0,12,..,3,0,3,0,3,..,4,0,4,0,4,..,4,0,7,0,7,..,31,0,38,4,37,..,27,0,27,0,32,..,8,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,6,0,6,..,7,0,10,0,10,..,12,3,20,0,20,..,19,0,15,3,23,..,9,0,14,0,14,..,6,0,6,0,6,..,0,0,0,0,0,..,18,3,25,0,25,..,3
POA4020,9115,..,..,..,..,9115,..,25,0,25,0,25,..,12,8,19,0,19,..,0,0,0,0,0,..,7,3,8,0,8,..,20,8,28,0,28,..,3,0,7,0,7,..,29,9,41,0,41,..,11,0,11,0,11,..,9,0,9,0,9,..,26,0,26,0,26,..,42,0,39,0,46,..,14,0,20,0,20,..,0,0,0,0,0,..,12,0,12,0,12,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,24,0,24,0,24,..,34,3,38,3,38,..,5,0,5,0,5,..,3,3,7,0,7,..,0,0,0,0,0,..,5,0,5,0,5,..,6,3,9,0,9,..,7,0,7,0,7,..,19,4,21,0,21,..,22,3,28,0,28,..,14,0,11,0,11,..,7,0,7,0,7,..,4,0,4,0,3,..,12,0,12,0,12,..,3
POA4021,3994,..,..,..,..,3994,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,9,0,9,0,9,..,15,5,21,0,21,..,0,0,0,0,0,..,25,5,32,0,32,..,3,0,3,0,3,..,8,0,8,0,11,..,8,0,11,0,11,..,9,0,9,0,9,..,3,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,15,0,11,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,33,0,35,0,35,..,11,0,11,0,8,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,8,0,8,..,7,0,8,0,8,..,22,4,31,0,31,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,3,..,20,3,22,0,22,..,0
POA4022,2843,..,..,..,..,2843,..,14,0,14,0,14,..,3,0,3,0,3,..,5,0,5,0,5,..,4,4,9,0,9,..,9,0,9,0,9,..,3,0,3,0,3,..,10,3,17,0,17,..,0,0,0,0,0,..,8,0,8,0,8,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,14,0,14,0,19,..,7,0,7,0,7,..,0,0,3,0,3,..,6,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,9,0,9,..,35,4,44,0,44,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0
POA4025,132,..,..,..,..,132,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,8,..,0,0,0,0,0,..,4,5,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA4029,5,..,..,..,..,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
POA4030,6507,..,..,..,..,6507,..,9,0,9,0,9,..,21,14,38,0,42,..,3,0,3,0,3,..,41,3,42,0,42,..,83,16,100,0,100,..,4,0,6,0,6,..,124,23,146,0,152,..,3,0,3,0,3,..,5,0,5,0,5,..,31,0,31,0,31,..,19,5,27,0,27,..,11,0,16,0,16,..,16,3,20,0,20,..,84,4,90,0,90,..,80,7,84,0,84,..,21,0,21,0,21,..,14,0,19,0,19,..,170,10,183,0,184,..,393,22,419,0,416,..,93,27,114,4,118,..,23,0,28,0,28,..,21,8,29,0,29,..,4,0,4,0,4,..,0,0,0,0,0,..,27,3,30,0,30,..,15,0,18,0,18,..,4,0,7,0,7,..,12,0,9,0,9,..,3,0,3,0,3,..,11,0,14,0,14,..,15,3,13,0,13,..,23,0,23,0,23,..,3
POA4031,5499,..,..,..,..,5499,..,6,0,6,0,6,..,12,0,12,0,12,..,3,0,3,0,3,..,24,7,30,0,30,..,40,8,49,0,49,..,4,0,4,0,4,..,64,17,77,0,77,..,3,0,3,0,3,..,5,0,5,0,9,..,18,0,20,0,20,..,15,3,19,0,19,..,17,0,19,0,19,..,7,0,7,0,7,..,53,4,54,0,54,..,54,4,57,0,57,..,19,0,19,0,19,..,3,0,3,0,3,..,52,4,62,0,62,..,191,16,204,3,210,..,96,4,103,3,101,..,8,4,11,0,11,..,20,0,24,0,24,..,0,0,0,0,0,..,0,0,0,0,0,..,24,4,26,0,26,..,7,0,7,0,7,..,6,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,9,0,9,..,11,0,11,0,11,..,19,0,21,0,21,..,5
POA4032,5369,..,..,..,..,5369,..,8,0,8,0,8,..,40,3,44,0,46,..,0,0,0,0,0,..,66,9,77,0,77,..,105,23,119,0,119,..,11,3,10,0,10,..,179,35,216,0,216,..,3,0,3,0,3,..,3,0,3,0,3,..,22,0,22,0,22,..,12,0,12,0,14,..,16,0,11,0,11,..,21,0,17,0,17,..,74,3,72,0,73,..,125,15,136,3,138,..,5,0,5,0,5,..,5,0,5,0,5,..,69,4,77,0,77,..,305,21,327,0,327,..,106,19,128,3,131,..,26,0,22,0,23,..,47,24,70,0,70,..,3,0,3,0,3,..,0,0,0,0,0,..,43,13,59,0,59,..,7,0,10,0,10,..,3,0,4,0,4,..,20,0,18,0,18,..,13,0,13,0,13,..,41,0,46,0,44,..,10,0,8,0,8,..,79,4,81,0,81,..,17
POA4034,16773,..,..,..,..,16773,..,36,0,40,0,40,..,52,5,56,0,61,..,13,0,13,0,13,..,166,50,214,0,216,..,233,55,281,0,281,..,15,5,24,0,24,..,416,109,516,0,518,..,18,0,18,0,18,..,18,0,18,0,18,..,60,3,62,0,62,..,50,3,50,4,59,..,57,12,62,0,62,..,21,0,22,0,22,..,240,6,247,3,249,..,451,62,512,11,522,..,61,3,58,0,58,..,41,0,39,0,43,..,167,31,198,0,198,..,977,106,1085,11,1096,..,205,32,234,3,238,..,48,6,50,0,54,..,51,15,66,0,66,..,6,0,6,0,6,..,9,3,14,0,14,..,78,4,83,0,84,..,22,7,31,0,31,..,13,0,13,0,13,..,130,6,135,4,139,..,3,0,3,0,3,..,76,0,79,0,79,..,24,4,29,0,29,..,149,6,152,0,159,..,14
POA4035,10188,..,..,..,..,10188,..,82,0,87,0,87,..,15,3,21,0,21,..,3,0,5,0,5,..,56,15,68,0,68,..,85,20,108,0,108,..,15,0,15,0,15,..,152,35,187,0,187,..,4,0,4,0,4,..,16,0,15,0,15,..,18,3,19,0,19,..,29,0,29,0,29,..,31,0,31,0,28,..,23,0,23,0,23,..,99,4,98,0,98,..,34,3,36,0,36,..,9,0,9,0,9,..,5,0,4,0,4,..,38,0,39,0,39,..,208,8,213,0,213,..,111,7,112,5,120,..,16,0,16,0,16,..,6,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,32,3,32,0,31,..,31,3,33,0,33,..,8,0,14,0,14,..,11,0,11,0,11,..,3,0,3,0,3,..,16,0,16,0,16,..,3,0,3,0,3,..,25,0,25,0,25,..,0
POA4036,2752,..,..,..,..,2752,..,3,0,3,0,3,..,7,0,3,0,3,..,0,0,0,0,0,..,9,3,11,0,11,..,8,0,9,0,9,..,0,0,0,0,0,..,20,5,23,0,23,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,5,0,5,..,15,0,15,0,21,..,21,3,20,0,20,..,15,0,15,0,15,..,3,0,3,0,3,..,12,0,13,0,13,..,69,6,76,0,74,..,8,0,8,0,11,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,16,0,16,..,0,0,0,0,0,..,5,0,5,0,5,..,12,0,7,0,7,..,0,0,0,0,0,..,8,0,8,0,8,..,4,0,4,0,4,..,22,0,22,0,22,..,3
POA4037,3617,..,..,..,..,3617,..,31,0,31,0,31,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,8,0,8,..,3,0,4,0,4,..,0,0,0,0,0,..,9,5,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,7,0,14,0,11,..,3,0,3,0,3,..,3,0,3,0,3,..,12,0,12,0,12,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,25,0,25,0,25,..,19,0,15,0,17,..,8,0,5,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,10,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0
POA4051,11708,..,..,..,..,11708,..,21,0,21,0,21,..,25,3,32,0,32,..,0,0,0,0,0,..,50,8,56,0,56,..,87,16,101,0,104,..,7,0,7,0,7,..,148,22,172,0,168,..,6,0,10,0,10,..,22,3,29,0,29,..,63,0,63,0,63,..,42,0,42,0,44,..,23,0,21,0,21,..,5,0,5,0,5,..,52,0,52,0,52,..,43,3,48,0,48,..,19,0,20,0,20,..,10,0,10,0,10,..,120,0,123,0,126,..,252,9,261,0,259,..,95,5,99,0,99,..,33,8,46,0,46,..,17,11,29,0,29,..,0,0,0,0,0,..,0,0,0,0,0,..,25,3,26,0,33,..,24,0,28,0,28,..,9,3,11,0,11,..,3,0,3,0,3,..,10,0,10,0,10,..,10,0,12,0,12,..,14,0,15,0,15,..,17,0,17,0,17,..,14
POA4053,18187,..,..,..,..,18187,..,54,3,55,0,55,..,39,9,46,0,46,..,6,0,6,0,6,..,90,15,109,0,109,..,153,40,189,0,190,..,10,0,10,0,10,..,254,57,310,0,308,..,16,4,14,0,14,..,23,3,24,0,24,..,46,0,46,0,46,..,86,0,86,0,87,..,40,0,40,0,40,..,17,0,13,0,13,..,84,0,84,0,84,..,49,4,49,4,53,..,16,0,16,0,16,..,3,0,3,0,3,..,44,3,46,0,47,..,204,7,215,7,218,..,250,27,279,0,281,..,50,0,54,0,54,..,32,6,40,0,39,..,7,0,12,0,12,..,6,0,6,0,6,..,52,7,58,0,58,..,35,0,35,0,35,..,21,0,21,0,21,..,20,4,27,0,27,..,11,0,11,0,11,..,38,0,40,0,40,..,19,0,17,0,17,..,51,4,55,0,58,..,17
POA4054,5906,..,..,..,..,5906,..,15,0,14,0,14,..,8,0,10,0,10,..,0,0,0,0,0,..,18,4,24,0,24,..,21,7,21,0,21,..,0,0,0,0,0,..,34,7,47,0,47,..,0,0,3,0,3,..,8,0,8,0,8,..,14,0,14,0,16,..,22,4,25,0,25,..,5,0,7,0,7,..,0,0,0,0,0,..,14,0,15,0,15,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,29,0,30,0,30,..,24,3,24,0,27,..,7,0,10,0,10,..,0,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,7,3,8,0,8,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,12,0,14,0,14,..,0
POA4055,9285,..,..,..,..,9285,..,45,0,43,0,43,..,20,6,22,0,22,..,0,0,0,0,0,..,17,3,24,0,24,..,33,7,43,0,43,..,3,0,3,0,3,..,53,12,63,0,63,..,0,0,0,0,0,..,12,0,12,0,12,..,22,0,22,0,22,..,40,0,42,0,42,..,8,0,8,0,8,..,3,0,3,0,3,..,23,0,23,0,23,..,13,0,13,0,17,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,10,0,10,..,60,0,59,0,58,..,29,3,27,0,31,..,23,3,24,0,24,..,5,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,24,0,24,0,24,..,15,0,15,0,15,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,12,0,12,0,12,..,3
POA4059,4418,..,..,..,..,4418,..,12,0,12,0,12,..,159,78,238,0,238,..,7,0,7,0,7,..,120,20,141,0,143,..,340,87,432,0,432,..,41,23,71,0,66,..,507,133,643,3,639,..,3,0,3,0,3,..,6,0,5,0,5,..,28,0,28,0,28,..,42,0,42,0,42,..,5,0,9,0,9,..,34,3,36,0,36,..,41,0,41,0,41,..,13,3,11,0,11,..,22,3,23,0,23,..,6,0,9,0,9,..,38,0,38,0,38,..,157,11,164,0,164,..,50,5,56,0,59,..,37,7,41,0,41,..,50,20,71,0,71,..,0,0,0,0,0,..,0,0,0,0,0,..,35,0,39,0,39,..,5,0,9,0,9,..,19,0,19,0,19,..,7,0,7,0,7,..,3,0,5,0,5,..,4,0,5,0,5,..,15,0,21,0,21,..,6,0,6,0,6,..,9
POA4060,5771,..,..,..,..,5771,..,4,0,4,0,4,..,8,0,4,0,4,..,6,0,6,0,6,..,13,6,19,0,19,..,25,6,25,0,25,..,0,0,0,0,0,..,36,10,48,0,48,..,4,0,4,0,4,..,7,0,7,0,7,..,26,0,26,0,26,..,23,0,23,0,23,..,9,0,9,0,9,..,3,0,3,0,3,..,17,0,18,0,18,..,14,4,12,0,12,..,5,0,6,0,6,..,5,0,5,0,5,..,7,0,10,0,10,..,53,4,61,0,61,..,43,6,51,0,51,..,10,3,9,0,12,..,5,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,7,0,10,0,10,..,7,3,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,3
POA4061,7198,..,..,..,..,7198,..,34,0,38,0,38,..,0,0,0,0,0,..,0,0,0,0,0,..,14,4,15,0,13,..,47,11,58,0,58,..,3,0,3,0,3,..,60,16,81,0,78,..,7,0,4,0,4,..,18,0,20,0,20,..,37,3,40,0,40,..,41,5,46,0,50,..,15,0,15,0,15,..,0,0,0,0,0,..,22,0,22,0,27,..,7,0,7,0,7,..,10,0,10,0,10,..,0,0,0,0,0,..,10,0,10,0,10,..,46,0,50,0,55,..,33,3,32,0,32,..,14,0,14,0,14,..,14,3,15,0,15,..,25,3,25,0,25,..,0,0,0,0,0,..,11,5,14,0,14,..,16,0,16,0,13,..,12,3,14,0,17,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,8,0,8,0,8,..,9,0,9,0,9,..,3
POA4064,4392,..,..,..,..,4392,..,8,0,8,0,8,..,19,5,24,0,24,..,0,0,0,0,0,..,18,8,28,0,28,..,66,18,81,0,81,..,9,0,9,0,9,..,86,21,112,0,112,..,8,0,8,0,8,..,11,0,11,0,11,..,43,3,47,0,49,..,31,0,34,0,34,..,18,0,18,0,18,..,0,0,0,0,0,..,24,3,28,0,28,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,35,3,41,0,41,..,43,7,53,0,53,..,13,6,13,0,13,..,7,0,12,0,12,..,9,0,9,3,5,..,0,0,0,0,0,..,9,0,9,0,9,..,9,0,10,0,10,..,6,0,11,0,11,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,4
POA4065,4121,..,..,..,..,4121,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,18,0,19,..,0,0,0,0,0,..,18,3,27,0,26,..,3,0,3,0,3,..,14,0,14,0,14,..,21,0,18,0,22,..,18,0,17,0,17,..,5,0,5,0,5,..,4,0,4,0,4,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,27,5,29,0,29,..,4,3,6,0,6,..,4,5,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,3,3,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0
